order_id,order_date,dealership_id,customer_id,booking_channel,payment_type
2593,2023-11-17 02:27:03,10,2444,,Cash
2594,2023-10-19 14:49:35,14,1734,Online,Loan
2595,2023-06-17 20:56:16,21,4419,,CC
2596,2023-10-16 18:53:06,29,1830,Walk-in,Loan
2597,2023-04-05 02:23:39,8,4662,Walk-in,Credit Card
2598,2023-05-12 20:23:07,20,4319,Walk-in,Cash
2599,2023-11-03 17:04:52,6,548,,CC
2600,2023-09-14 05:54:10,4,3770,Online,Cash
2601,2023-07-07 19:28:22,24,1428,Online,Credit Card
2602,2023-06-14 12:43:26,11,2114,Online,Credit Card
2603,2023-01-03 18:54:57,20,2128,,CC
2604,2023-02-25 18:55:55,15,1122,Walk-in,Loan
2605,2023-08-23 12:16:45,19,363,Walk-in,CC
2606,2023-08-17 10:57:18,17,4014,Walk-in,CC
2607,2023-08-05 09:41:54,20,957,Walk-in,Cash
2608,2023-08-28 14:55:54,24,5652,Online,Loan
2609,2023-10-25 08:49:03,5,4338,,Cash
2610,2023-07-30 04:40:28,27,2152,,Credit Card
2611,2023-05-08 00:04:50,23,4945,Walk-in,Loan
2612,2023-08-18 04:40:02,14,3153,Walk-in,Credit Card
2613,2023-09-09 11:13:08,22,1893,,Credit Card
2614,2023-12-17 06:48:16,23,4152,,Cash
2615,2023-12-26 20:17:22,11,490,Online,Credit Card
2616,2023-12-24 10:47:58,23,3453,Online,Loan
2617,2023-08-15 00:21:16,8,116,Walk-in,Credit Card
2618,2023-01-21 10:05:53,25,3008,,Loan
2619,2023-01-29 00:28:17,12,2232,Walk-in,Credit Card
2620,2023-07-30 03:20:11,13,5497,Online,Cash
2621,2023-05-24 18:11:57,19,2725,,Credit Card
2622,2023-11-12 08:59:56,25,3862,,CC
2623,2023-03-08 22:10:07,1,3294,,Cash
2624,2023-04-10 04:57:06,4,830,Walk-in,Loan
2625,2023-07-17 01:20:33,5,2618,Online,Credit Card
2626,2023-07-07 08:11:57,4,3289,Walk-in,Credit Card
2627,2023-05-27 11:56:20,11,1987,,Loan
2628,2023-01-14 03:08:09,30,851,Walk-in,CC
2629,2023-08-02 21:10:03,13,3144,,Credit Card
2630,2023-04-24 23:16:57,22,1042,Walk-in,Loan
2631,2023-01-10 22:41:10,8,2122,Online,CC
2632,2023-04-07 21:59:02,4,1702,Online,Credit Card
2633,2023-12-08 00:44:40,7,2453,Online,Loan
2634,2023-07-24 02:57:16,13,3309,Online,Loan
2635,2023-12-01 16:58:59,7,235,Online,CC
2636,2023-05-06 06:38:42,24,497,Walk-in,Loan
2637,2023-05-06 04:36:49,25,2850,Walk-in,Cash
2638,2023-10-31 15:42:17,14,3938,Walk-in,CC
2639,2023-10-22 04:33:07,22,4918,Online,CC
2640,2023-07-23 07:18:57,17,4383,Walk-in,Loan
2641,2023-04-01 05:46:59,18,1634,Walk-in,Loan
2642,2023-06-11 01:10:42,17,1748,Walk-in,Credit Card
2643,2023-06-12 18:52:40,28,4570,Walk-in,Credit Card
2644,2023-05-25 13:38:44,17,2755,,CC
2645,2023-03-18 14:18:06,30,2033,Online,Cash
2646,2023-02-06 07:44:18,16,3405,,Credit Card
2647,2023-06-27 12:03:02,6,5282,Walk-in,Loan
2648,2023-11-28 18:10:50,11,3852,,Cash
2649,2023-08-16 10:30:23,1,5819,Walk-in,CC
2650,2023-12-15 23:23:41,6,3535,,CC
2651,2023-09-05 00:02:09,22,5164,Walk-in,Loan
2652,2023-03-29 09:11:53,30,5548,Online,CC
2653,2023-06-02 00:13:09,8,1782,Online,Credit Card
2654,2023-05-25 01:48:00,12,1978,Online,Credit Card
2655,2023-03-25 05:49:11,3,1148,Walk-in,Credit Card
2656,2023-02-08 21:46:51,22,2482,,Loan
2657,2023-10-04 09:44:53,10,1097,,Cash
2658,2023-09-10 21:57:59,25,590,Online,Credit Card
2659,2023-11-15 00:58:59,10,5286,Walk-in,Credit Card
2660,2023-02-22 10:36:50,28,1712,Online,CC
2661,2023-11-12 04:52:30,8,1243,Walk-in,CC
2662,2023-05-27 20:50:50,29,5154,,Credit Card
2663,2023-09-05 23:38:53,6,2476,,Cash
2664,2023-05-19 07:59:43,4,1184,,Loan
2665,2023-05-13 11:15:21,9,4971,Walk-in,Cash
2666,2023-11-13 11:41:50,15,3754,,Credit Card
2667,2023-10-23 01:06:27,16,1522,Online,CC
2668,2023-11-25 03:16:38,23,806,Walk-in,Cash
2669,2023-09-21 02:02:29,2,2791,,Credit Card
2670,2023-02-27 14:48:40,4,605,Online,Credit Card
2671,2023-04-15 08:42:14,2,4950,,CC
2672,2023-01-25 22:54:53,8,3820,,Loan
2673,2023-09-01 10:37:38,24,2720,Online,Loan
2674,2023-03-24 13:35:57,11,5745,Walk-in,CC
2675,2023-02-26 22:27:11,23,2682,Online,Credit Card
2676,2023-05-07 17:05:13,6,1025,,CC
2677,2023-03-31 05:25:08,10,3814,Online,Cash
2678,2023-02-11 11:32:55,23,3557,Online,Loan
2679,2023-05-05 22:07:56,4,1444,Walk-in,Credit Card
2680,2023-01-26 17:24:04,3,4712,Online,Loan
2681,2023-05-20 03:39:32,12,5127,Walk-in,Credit Card
2682,2023-12-24 03:54:42,29,5350,Online,Loan
2683,2023-06-14 11:20:43,1,5349,Online,Loan
2684,2023-02-17 01:42:19,14,3736,Online,Cash
2685,2023-07-30 01:04:19,28,847,Walk-in,Cash
2686,2023-06-28 01:38:32,11,1369,Walk-in,Cash
2687,2023-09-17 21:17:12,30,4223,Online,CC
2688,2023-11-25 01:08:43,8,462,Walk-in,Credit Card
2689,2023-01-08 22:09:19,13,140,Walk-in,CC
2690,2023-08-20 00:05:06,2,2636,Walk-in,Cash
2691,2023-08-01 06:06:44,28,779,Online,Loan
2692,2023-08-17 05:35:35,6,197,,Cash
2693,2023-08-25 07:28:20,24,3406,,Loan
2694,2023-09-25 13:46:46,14,4652,Walk-in,CC
2695,2023-11-10 21:27:39,4,861,,CC
2696,2023-03-29 07:29:51,2,322,Online,Loan
2697,2023-07-10 00:52:57,3,5684,,Cash
2698,2023-06-20 04:32:34,26,1730,Online,Loan
2699,2023-03-03 22:10:25,29,12,Walk-in,Loan
2700,2023-06-15 00:56:49,23,2501,Online,CC
2701,2023-01-11 19:31:22,20,1740,Online,CC
2702,2023-02-15 07:02:55,18,1441,Online,Credit Card
2703,2023-12-16 04:13:46,7,1338,Walk-in,Loan
2704,2023-06-15 01:25:12,28,1201,,CC
2705,2023-02-20 18:07:59,4,3235,Walk-in,CC
2706,2023-01-31 13:45:04,30,845,,Loan
2707,2023-09-06 20:44:30,15,5355,Walk-in,Credit Card
2708,2023-08-26 12:06:04,23,3338,Online,Credit Card
2709,2023-06-18 02:45:52,12,959,Online,CC
2710,2023-12-11 15:03:42,8,463,Online,Loan
2711,2023-12-06 09:25:37,22,4518,,Cash
2712,2023-10-10 23:10:13,8,969,Walk-in,Cash
2713,2023-02-25 17:04:05,7,4413,,CC
2714,2023-03-04 20:10:34,18,2778,Walk-in,Credit Card
2715,2023-05-21 13:38:29,18,1218,,Loan
2716,2023-01-29 09:19:01,30,546,Online,CC
2717,2023-03-29 23:38:54,6,3857,Walk-in,Cash
2718,2023-02-05 06:40:37,25,4434,Walk-in,Loan
2719,2023-07-08 23:16:45,16,364,Walk-in,Credit Card
2720,2023-09-21 01:01:43,15,1621,Online,CC
2721,2023-10-14 03:53:32,26,2174,Online,CC
2722,2023-09-12 12:32:53,6,5334,Online,CC
2723,2023-04-16 11:24:40,13,5756,Walk-in,Credit Card
2724,2023-08-27 12:50:53,27,3950,Online,Credit Card
2725,2023-01-09 00:16:52,9,5845,Walk-in,Loan
2726,2023-04-02 15:10:37,12,1792,Walk-in,CC
2727,2023-04-14 21:42:43,16,3683,,CC
2728,2023-11-18 15:04:48,26,1508,Walk-in,Cash
2729,2023-03-09 11:28:10,7,1805,Walk-in,Credit Card
2730,2023-08-21 19:09:37,8,1235,Walk-in,Loan
2731,2023-04-05 15:25:30,27,3983,,Credit Card
2732,2023-04-27 13:06:27,27,1607,Online,Credit Card
2733,2023-03-16 14:27:52,19,2168,Walk-in,Loan
2734,2023-02-18 12:56:29,20,4971,,Credit Card
2735,2023-02-19 21:00:03,30,4621,,CC
2736,2023-05-11 10:38:41,1,489,Walk-in,Cash
2737,2023-07-23 11:22:56,11,4080,,Loan
2738,2023-04-13 18:38:48,9,2374,,Loan
2739,2023-02-11 07:24:41,29,4816,Walk-in,CC
2740,2023-09-22 07:56:59,13,197,Online,Cash
2741,2023-01-26 00:54:55,3,1997,,Credit Card
2742,2023-09-22 01:16:05,30,794,,Loan
2743,2023-08-02 04:44:10,27,4655,Online,Credit Card
2744,2023-03-19 19:23:37,29,657,Walk-in,Cash
2745,2023-11-02 00:46:28,17,1867,,Loan
2746,2023-04-10 22:41:54,9,2766,Online,Loan
2747,2023-11-13 17:06:54,25,4023,,Credit Card
2748,2023-04-04 05:10:16,18,3350,Walk-in,CC
2749,2023-12-01 23:11:45,16,4647,Online,Loan
2750,2023-07-11 17:50:17,7,5626,Online,Credit Card
2751,2023-09-04 07:47:42,29,863,Online,Credit Card
2752,2023-04-23 08:02:31,26,105,Walk-in,CC
2753,2023-12-19 14:33:34,18,5731,,Credit Card
2754,2023-03-05 08:11:57,15,3497,Online,CC
2755,2023-07-26 11:36:44,5,867,Online,Cash
2756,2023-05-05 05:39:34,2,302,Online,Credit Card
2757,2023-11-17 09:01:59,7,4829,,Loan
2758,2023-07-01 05:56:28,15,797,Walk-in,Loan
2759,2023-06-23 23:21:31,18,2524,Online,CC
2760,2023-04-20 06:04:41,6,1349,Walk-in,Loan
2761,2023-07-18 15:54:38,8,624,Walk-in,CC
2762,2023-07-07 19:18:50,12,1210,Walk-in,Loan
2763,2023-06-17 15:25:04,21,284,Online,CC
2764,2023-04-03 21:56:56,27,2975,Walk-in,Loan
2765,2023-05-19 23:30:16,3,5078,,Cash
2766,2023-04-13 20:59:06,25,576,Walk-in,Cash
2767,2023-06-25 01:20:25,25,92,Walk-in,Credit Card
2768,2023-12-18 19:50:08,7,5082,Walk-in,CC
2769,2023-08-23 19:57:08,19,1178,,Cash
2770,2023-09-11 12:04:58,17,5682,,Cash
2771,2023-10-28 14:56:45,26,2396,Online,Cash
2772,2023-09-27 20:38:07,15,1446,,Loan
2773,2023-06-21 02:28:19,30,2943,,CC
2774,2023-09-19 03:59:09,11,4499,Online,Loan
2775,2023-03-01 07:45:45,3,5033,Walk-in,CC
2776,2023-06-28 07:49:00,6,989,,Credit Card
2777,2023-02-25 15:22:34,25,984,,CC
2778,2023-03-12 17:20:10,17,1238,,Credit Card
2779,2023-10-10 03:21:33,23,3848,,CC
2780,2023-07-05 19:09:55,10,4500,,Cash
2781,2023-04-22 19:19:22,30,4375,Online,Cash
2782,2023-03-30 16:28:17,10,5993,Online,Credit Card
2783,2023-10-17 06:26:02,28,156,Walk-in,Credit Card
2784,2023-03-14 02:51:11,3,1687,,CC
2785,2023-04-16 12:21:35,23,661,,Loan
2786,2023-03-06 07:50:51,18,3353,Walk-in,Cash
2787,2023-10-09 05:44:33,16,2849,Online,Loan
2788,2023-06-15 22:52:18,10,5060,Walk-in,CC
2789,2023-08-07 16:43:36,26,5737,Walk-in,Cash
2790,2023-11-07 00:28:08,26,2618,Walk-in,Credit Card
2791,2023-06-24 16:59:42,19,3541,Walk-in,Cash
2792,2023-12-25 18:06:14,17,5040,Online,Credit Card
2793,2023-09-25 04:42:11,9,5953,Online,Loan
2794,2023-12-25 15:28:24,29,721,Online,Cash
2795,2023-12-11 02:31:44,25,4459,Walk-in,Cash
2796,2023-01-03 21:01:50,25,4282,Walk-in,Loan
2797,2023-10-03 00:44:33,13,3246,Walk-in,Cash
2798,2023-07-17 14:59:11,28,3413,Walk-in,Cash
2799,2023-04-07 22:14:49,20,3395,Online,Cash
2800,2023-10-03 07:02:05,6,3172,,Credit Card
2801,2023-05-20 01:00:20,30,3009,Online,Credit Card
2802,2023-02-09 15:29:24,13,1809,,Cash
2803,2023-04-17 10:33:40,13,5231,,Loan
2804,2023-09-24 03:05:59,27,5835,Walk-in,CC
2805,2023-09-17 16:43:53,23,2021,,Loan
2806,2023-04-22 13:40:17,23,5395,Walk-in,Credit Card
2807,2023-11-26 06:46:49,5,3062,Walk-in,CC
2808,2023-03-02 08:09:44,16,667,Online,Credit Card
2809,2023-08-14 14:24:47,11,5105,Online,Cash
2810,2023-06-17 11:58:44,20,1895,Online,Credit Card
2811,2023-06-09 15:09:17,11,1038,Walk-in,Loan
2812,2023-11-29 14:35:18,17,1157,Online,Credit Card
2813,2023-01-30 22:17:28,25,298,Online,Cash
2814,2023-05-12 16:19:00,13,5530,Walk-in,CC
2815,2023-06-29 15:21:07,4,283,,Loan
2816,2023-10-07 01:43:26,14,2004,,Loan
2817,2023-10-02 18:11:43,13,974,Walk-in,CC
2818,2023-12-15 13:57:12,20,615,,Cash
2819,2023-11-28 18:15:35,3,4650,Walk-in,Cash
2820,2023-12-15 16:20:12,25,5230,Online,Loan
2821,2023-12-18 15:36:34,2,4584,Online,Credit Card
2822,2023-12-08 02:03:47,18,5020,Online,Credit Card
2823,2023-11-14 14:19:42,27,5545,,CC
2824,2023-03-01 21:53:28,18,1093,Walk-in,CC
2825,2023-01-16 22:54:40,4,5537,Walk-in,Loan
2826,2023-12-27 08:50:34,19,2975,Walk-in,Credit Card
2827,2023-08-03 04:43:59,10,1336,,Loan
2828,2023-08-21 23:14:54,26,5082,Online,Credit Card
2829,2023-07-10 21:33:13,1,3335,Online,Credit Card
2830,2023-02-07 22:08:14,4,5433,Online,Credit Card
2831,2023-01-10 10:26:58,2,1826,Online,Cash
2832,2023-01-24 15:58:17,30,5720,Online,Loan
2833,2023-08-17 09:46:37,9,3527,Online,Credit Card
2834,2023-02-23 03:41:42,9,174,,Credit Card
2835,2023-01-02 13:56:40,2,2204,Online,CC
2836,2023-12-17 07:00:57,24,3117,,CC
2837,2023-11-19 07:56:58,29,1632,Online,Credit Card
2838,2023-06-19 12:04:28,22,5052,Walk-in,Credit Card
2839,2023-02-15 14:07:39,30,2695,Online,CC
2840,2023-01-04 05:13:36,10,558,Walk-in,Loan
2841,2023-05-29 12:25:07,8,5769,Walk-in,Loan
2842,2023-02-26 08:37:50,8,3599,Walk-in,Loan
2843,2023-08-24 15:25:38,25,1463,Online,CC
2844,2023-05-17 17:25:41,17,4770,Online,Loan
2845,2023-11-17 14:23:31,2,1337,Online,Loan
2846,2023-11-10 13:22:12,29,1924,Online,Cash
2847,2023-08-31 19:33:00,19,1277,,CC
2848,2023-04-18 07:40:36,21,5646,,Cash
2849,2023-05-26 22:20:02,8,5673,Online,Loan
2850,2023-06-09 09:01:35,24,196,Walk-in,Credit Card
2851,2023-02-27 01:48:14,16,1923,Walk-in,CC
2852,2023-07-07 17:43:50,29,4342,,Loan
2853,2023-11-28 09:09:16,13,2003,Walk-in,Loan
2854,2023-10-10 09:16:05,24,4635,Walk-in,Loan
2855,2023-05-03 23:11:52,15,3062,Online,Loan
2856,2023-10-11 13:00:14,6,1549,Online,Loan
2857,2023-02-02 02:36:04,18,5473,Walk-in,Cash
2858,2023-05-26 18:45:22,11,4932,,Cash
2859,2023-10-15 15:11:48,13,1014,Walk-in,Cash
2860,2023-03-29 06:33:31,5,1059,Walk-in,Credit Card
2861,2023-11-11 07:03:24,12,1811,Online,Loan
2862,2023-08-20 15:16:26,13,2092,Online,Loan
2863,2023-05-22 03:56:59,16,5280,Walk-in,CC
2864,2023-10-10 22:58:49,20,3178,Walk-in,Loan
2865,2023-04-02 00:42:39,3,4653,,Credit Card
2866,2023-08-22 00:27:04,5,2001,,Cash
2867,2023-02-12 13:37:51,7,4216,,Credit Card
2868,2023-09-10 13:40:36,9,4249,Walk-in,CC
2869,2023-10-15 07:33:26,10,873,,Cash
2870,2023-06-25 06:42:18,17,5960,,Loan
2871,2023-07-29 00:30:56,30,1140,Walk-in,Cash
2872,2023-05-17 08:43:57,14,5852,Walk-in,Cash
2873,2023-08-04 23:41:34,14,1646,,Credit Card
2874,2023-12-12 11:03:50,15,2300,Online,CC
2875,2023-05-21 18:54:27,29,3891,Online,Cash
2876,2023-09-21 10:43:16,5,2366,Walk-in,Loan
2877,2023-06-11 09:43:03,4,4051,Online,CC
2878,2023-01-13 20:25:27,27,2184,Online,Credit Card
2879,2023-09-03 14:33:40,1,1353,,Loan
2880,2023-04-11 19:37:33,16,5502,,Cash
2881,2023-07-26 00:24:05,7,2962,Walk-in,Credit Card
2882,2023-03-11 19:57:57,13,4150,,Cash
2883,2023-07-09 02:37:56,18,556,Walk-in,Loan
2884,2023-02-11 02:24:13,26,1662,,Loan
2885,2023-02-27 08:54:59,27,451,Online,Loan
2886,2023-11-17 18:34:35,23,4476,,Loan
2887,2023-10-10 17:38:54,7,1371,Walk-in,CC
2888,2023-04-22 14:32:13,6,2338,Walk-in,Credit Card
2889,2023-03-29 11:26:19,9,5943,Online,Cash
2890,2023-07-29 22:13:19,16,4344,Online,CC
2891,2023-10-21 00:03:23,23,176,Walk-in,CC
2892,2023-01-04 08:35:44,8,2943,Online,Loan
2893,2023-10-19 07:39:19,4,1310,,Credit Card
2894,2023-04-10 23:04:55,20,3108,Online,Loan
2895,2023-04-15 19:29:21,23,2583,,Credit Card
2896,2023-02-02 19:31:05,16,1373,,Cash
2897,2023-01-18 05:02:02,14,223,,Credit Card
2898,2023-10-24 23:49:01,4,4520,,Cash
2899,2023-06-20 10:47:52,14,4785,,CC
2900,2023-03-10 01:46:26,4,1631,Walk-in,Credit Card
2901,2023-01-02 16:19:08,2,5073,Online,Credit Card
2902,2023-02-26 23:08:02,18,3205,,CC
2903,2023-06-05 05:46:43,21,4898,,CC
2904,2023-02-11 11:32:13,29,4249,Walk-in,Loan
2905,2023-09-25 03:52:38,23,5976,Online,Loan
2906,2023-06-29 05:29:53,22,4173,Walk-in,Cash
2907,2023-06-28 15:47:26,17,5451,,Cash
2908,2023-11-02 13:49:29,25,4264,Online,Cash
2909,2023-11-08 20:45:35,11,1426,Online,CC
2910,2023-11-30 04:15:10,30,4482,,Loan
2911,2023-03-18 11:34:25,18,3862,Online,Loan
2912,2023-01-13 17:18:32,19,5966,,Credit Card
2913,2023-02-07 07:11:31,20,3022,,Credit Card
2914,2023-03-16 08:54:18,23,1133,,CC
2915,2023-02-03 20:15:02,29,139,,CC
2916,2023-02-18 11:35:56,29,5540,Online,Loan
2917,2023-09-03 20:54:48,27,1604,Online,Cash
2918,2023-09-09 00:56:22,23,3452,Walk-in,Cash
2919,2023-09-14 03:59:16,27,568,Online,Cash
2920,2023-08-18 11:49:04,18,230,Walk-in,Loan
2921,2023-06-22 19:29:15,28,3069,,Credit Card
2922,2023-02-16 03:20:24,22,5940,,Credit Card
2923,2023-06-22 07:57:59,9,2800,,Loan
2924,2023-05-16 13:38:28,25,4208,,Loan
2925,2023-09-14 21:44:08,19,2615,Online,Credit Card
2926,2023-08-25 21:11:51,19,2356,,Credit Card
2927,2023-01-03 06:52:19,8,3169,,Loan
2928,2023-11-22 13:28:33,27,4959,Online,Loan
2929,2023-09-13 10:20:40,17,2015,Walk-in,Loan
2930,2023-04-01 21:31:08,5,447,Walk-in,Cash
2931,2023-08-30 06:34:37,5,3599,Walk-in,Credit Card
2932,2023-05-09 22:28:28,23,2689,Walk-in,Loan
2933,2023-10-29 08:10:00,9,712,Walk-in,CC
2934,2023-10-28 16:16:46,29,1079,Online,Credit Card
2935,2023-03-16 13:05:43,2,5849,Walk-in,Credit Card
2936,2023-04-02 00:22:59,8,885,,CC
2937,2023-09-26 03:08:42,22,2544,,Loan
2938,2023-01-27 02:53:45,27,5850,Walk-in,Cash
2939,2023-01-22 04:24:03,30,5592,,CC
2940,2023-03-22 21:52:10,28,3811,Online,CC
2941,2023-05-16 23:41:16,12,5843,Walk-in,Credit Card
2942,2023-08-15 22:06:54,5,908,Online,Cash
2943,2023-11-10 23:58:04,17,717,,Loan
2944,2023-11-19 20:50:16,30,2234,Walk-in,Credit Card
2945,2023-03-25 11:37:01,2,989,Walk-in,CC
2946,2023-02-07 20:42:17,30,5280,Online,Credit Card
2947,2023-08-28 18:33:44,12,2514,Online,CC
2948,2023-08-02 21:05:24,28,1776,Online,Loan
2949,2023-09-30 23:16:29,5,1419,,Credit Card
2950,2023-04-24 02:29:46,8,3736,Online,Cash
2951,2023-10-15 04:57:26,25,3344,,CC
2952,2023-09-20 22:41:38,12,4427,,Loan
2953,2023-01-22 16:27:06,23,865,Walk-in,Credit Card
2954,2023-04-04 02:59:51,2,2721,,Cash
2955,2023-10-18 01:14:00,19,4933,Walk-in,Cash
2956,2023-05-23 08:23:39,25,5265,,Credit Card
2957,2023-01-13 16:12:46,30,1212,Online,CC
2958,2023-05-29 02:36:55,24,3135,,Loan
2959,2023-11-10 03:08:12,11,5410,Online,Loan
2960,2023-06-20 14:36:52,22,4880,Walk-in,Credit Card
2961,2023-06-02 16:28:43,3,3949,Walk-in,Cash
2962,2023-12-14 01:01:25,1,5745,,Credit Card
2963,2023-03-30 07:56:02,10,3040,Online,Credit Card
2964,2023-09-19 17:38:42,6,2532,,Credit Card
2965,2023-05-08 04:35:57,10,5403,,CC
2966,2023-08-21 13:16:29,22,1390,Walk-in,Cash
2967,2023-07-26 03:14:52,15,176,Online,Cash
2968,2023-08-09 15:22:14,29,2974,Walk-in,CC
2969,2023-08-03 00:36:56,7,3070,Online,Credit Card
2970,2023-02-04 21:47:26,9,91,Online,Loan
2971,2023-08-13 06:38:38,1,2966,,CC
2972,2023-02-26 03:22:00,24,5875,Online,CC
2973,2023-04-06 12:58:57,22,5912,Online,Credit Card
2974,2023-06-17 18:04:42,13,2254,,Credit Card
2975,2023-07-14 04:21:42,18,4390,,Loan
2976,2023-10-08 16:12:45,7,877,Online,Loan
2977,2023-10-24 21:11:03,30,401,Walk-in,Cash
2978,2023-09-25 19:03:57,9,3511,Walk-in,Credit Card
2979,2023-08-17 05:11:24,17,316,Walk-in,Cash
2980,2023-08-12 04:53:20,24,1459,Walk-in,Cash
2981,2023-01-09 18:11:37,6,1039,,CC
2982,2023-09-30 13:29:55,11,1524,,CC
2983,2023-05-23 14:15:04,27,3211,Walk-in,Credit Card
2984,2023-12-04 19:43:16,18,4609,,CC
2985,2023-10-02 21:20:54,27,1004,Walk-in,Cash
2986,2023-02-18 11:12:58,11,2867,,CC
2987,2023-04-22 04:56:21,26,4825,Walk-in,Credit Card
2988,2023-03-21 12:21:00,2,5430,Online,Cash
2989,2023-05-24 00:20:35,29,5954,Online,Cash
2990,2023-05-08 11:11:50,17,3072,,Credit Card
2991,2023-11-28 12:51:14,16,4199,Walk-in,Loan
2992,2023-11-07 02:46:20,17,911,Walk-in,CC
2993,2023-04-29 19:08:00,2,5837,Walk-in,Credit Card
2994,2023-11-19 15:08:44,26,844,,Cash
2995,2023-04-15 06:59:38,28,5707,Online,Loan
2996,2023-05-16 21:57:37,14,3933,,CC
2997,2023-08-10 19:22:14,6,4026,Walk-in,Loan
2998,2023-06-17 12:06:33,6,2419,,Credit Card
2999,2023-02-25 16:57:55,19,2625,Online,Credit Card
3000,2023-04-08 18:08:22,20,3565,,Loan
3001,2023-12-18 22:27:50,9,3811,,CC
3002,2023-10-05 04:30:28,2,1148,Online,Loan
3003,2023-09-08 18:24:00,5,3636,Online,Loan
3004,2023-11-13 05:04:53,30,5965,Walk-in,Credit Card
3005,2023-09-21 06:39:55,1,430,Walk-in,Cash
3006,2023-08-30 18:31:34,26,1035,,CC
3007,2023-11-03 20:43:47,30,4682,Walk-in,Loan
3008,2023-10-31 16:38:51,16,968,Online,Loan
3009,2023-07-09 09:51:14,25,2704,Online,CC
3010,2023-06-25 17:38:13,4,5701,Walk-in,Cash
3011,2023-06-30 17:10:17,15,4693,,Loan
3012,2023-09-11 15:57:38,2,3904,,Cash
3013,2023-06-08 03:46:33,11,1797,Online,Loan
3014,2023-05-28 18:57:43,15,3021,Online,CC
3015,2023-04-26 01:39:48,13,2189,,CC
3016,2023-04-13 05:43:17,26,261,Online,Cash
3017,2023-08-30 16:47:14,25,993,Online,Loan
3018,2023-08-31 08:01:20,30,2832,,Credit Card
3019,2023-06-25 05:23:40,23,4372,Online,Loan
3020,2023-07-23 14:11:06,16,426,Walk-in,CC
3021,2023-02-12 14:28:36,23,4070,Online,Credit Card
3022,2023-05-14 22:04:52,7,1820,Walk-in,Loan
3023,2023-08-26 10:06:08,14,4304,,CC
3024,2023-08-12 11:44:37,10,3445,Online,Credit Card
3025,2023-04-26 06:18:37,3,5088,,CC
3026,2023-08-22 21:21:44,11,3851,,Loan
3027,2023-07-28 22:30:11,7,4813,,CC
3028,2023-12-13 20:10:15,22,5255,Online,Credit Card
3029,2023-05-15 22:02:46,10,4557,Walk-in,Loan
3030,2023-07-01 09:02:18,28,1471,,Credit Card
3031,2023-06-11 12:17:57,8,1154,Walk-in,Cash
3032,2023-06-06 05:35:26,14,3432,Walk-in,Loan
3033,2023-03-07 01:16:17,21,1882,Walk-in,Loan
3034,2023-11-30 22:07:57,7,5725,Online,Credit Card
3035,2023-03-16 20:50:00,16,1662,,Loan
3036,2023-07-19 17:36:25,29,5882,Online,Loan
3037,2023-06-12 22:05:57,19,5000,Online,Loan
3038,2023-04-03 08:49:34,17,2033,,Cash
3039,2023-12-02 13:28:43,14,1897,Online,Loan
3040,2023-10-23 20:33:18,23,641,Walk-in,Loan
3041,2023-02-17 18:48:29,19,3944,Walk-in,Cash
3042,2023-02-03 10:22:56,7,5580,,CC
3043,2023-01-28 17:09:17,14,962,Online,CC
3044,2023-07-22 21:08:10,28,4788,,Credit Card
3045,2023-05-25 05:44:57,22,5413,Online,Cash
3046,2023-08-11 13:01:24,27,1021,Online,Credit Card
3047,2023-02-22 04:03:17,12,5608,Walk-in,Credit Card
3048,2023-11-19 22:58:31,12,5641,,Credit Card
3049,2023-12-09 17:17:34,25,873,Walk-in,Credit Card
3050,2023-05-31 23:31:11,26,5805,Walk-in,CC
3051,2023-04-07 19:05:29,1,3633,Walk-in,Cash
3052,2023-10-17 21:05:39,9,4311,Online,CC
3053,2023-03-09 10:20:27,14,1402,Online,Loan
3054,2023-12-06 21:43:20,18,2056,Walk-in,Cash
3055,2023-11-23 13:49:05,18,612,Online,Credit Card
3056,2023-06-12 22:36:21,18,3313,Walk-in,Loan
3057,2023-03-02 11:31:28,9,1139,,Credit Card
3058,2023-11-04 15:49:23,11,1381,Walk-in,Loan
3059,2023-02-09 05:19:53,11,1036,Online,CC
3060,2023-01-12 14:55:11,7,2612,Online,CC
3061,2023-04-22 01:31:02,1,5458,,Loan
3062,2023-05-16 00:41:45,10,952,Online,Cash
3063,2023-10-25 04:21:45,1,986,Online,Credit Card
3064,2023-08-28 23:16:51,7,2106,,Loan
3065,2023-12-20 18:48:13,11,5301,,Loan
3066,2023-05-17 15:07:18,26,178,Walk-in,Loan
3067,2023-01-11 09:41:22,1,1244,,Loan
3068,2023-12-26 00:20:35,11,4778,,Cash
3069,2023-10-02 19:09:04,26,5576,Online,Loan
3070,2023-05-10 17:33:33,7,1278,Walk-in,Credit Card
3071,2023-04-17 20:40:14,2,225,Walk-in,Loan
3072,2023-08-03 16:26:03,8,2510,,Cash
3073,2023-08-01 10:37:52,29,5621,Walk-in,CC
3074,2023-01-21 03:59:31,26,3393,,Loan
3075,2023-07-05 12:06:48,3,4673,Online,Loan
3076,2023-08-17 08:29:20,8,4443,,Loan
3077,2023-03-03 15:50:09,3,3272,Walk-in,Cash
3078,2023-05-10 13:55:32,20,3530,,CC
3079,2023-10-08 21:32:13,14,1300,,Cash
3080,2023-04-10 23:05:48,19,3263,,Credit Card
3081,2023-05-14 03:59:34,27,5180,,Cash
3082,2023-07-15 19:54:39,8,5221,Walk-in,CC
