order_item_id,order_id,model_id,sale_price,discount,delivery_days_promised,delivery_days_actual
3581,2101,23,1420942,,18,6.0
3582,1858,3,1889072,,5,8.0
3583,115,40,1851694,15,5,29.0
3584,105,46,1224207,15,12,19.0
3585,3580,42,1782593,,10,9.0
3586,4141,45,2113784,10%,18,15.0
3587,1897,46,1475746,0.1,18,9.0
3588,3699,15,2029728,0.1,12,22.0
3589,3440,6,538835,,19,6.0
3590,1623,1,1486252,15,7,21.0
3591,1601,50,889283,,12,20.0
3592,3027,16,1061523,10%,9,8.0
3593,4893,41,800201,10%,15,17.0
3594,3671,24,1593342,15,16,28.0
3595,2568,36,2490876,10%,15,9.0
3596,2393,18,2533306,0.1,12,22.0
3597,780,4,1072835,0.1,5,27.0
3598,3588,5,2291694,10%,5,29.0
3599,4967,46,1885443,10%,5,22.0
3600,2274,37,1629846,15,10,22.0
3601,3260,6,1497815,0.1,16,19.0
3602,1385,2,2082009,0.1,18,23.0
3603,4193,9,2012678,,17,10.0
3604,269,24,906034,0.1,19,29.0
3605,2462,32,528337,0.1,13,17.0
3606,1274,21,1665269,,11,19.0
3607,2836,43,826362,,10,9.0
3608,4287,4,2307640,10%,14,7.0
3609,373,32,1507575,15,9,16.0
3610,383,46,1795690,10%,15,25.0
3611,2079,16,1026876,15,17,13.0
3612,3020,33,2031770,10%,8,8.0
3613,4649,39,1586925,,8,7.0
3614,1566,2,819804,15,9,5.0
3615,3180,13,1312203,10%,10,16.0
3616,1232,49,763471,0.1,7,22.0
3617,1376,49,496620,15,5,5.0
3618,3428,2,1261373,,5,24.0
3619,594,11,1622606,10%,10,19.0
3620,2253,19,1116047,10%,11,26.0
3621,4670,19,921265,15,10,5.0
3622,2979,10,1990918,15,7,
3623,155,8,610078,15,18,8.0
3624,3834,49,772862,,12,17.0
3625,1533,37,2215762,10%,18,6.0
3626,1738,13,1263935,,15,27.0
3627,4167,37,1066298,10%,5,24.0
3628,3138,34,2189840,0.1,19,6.0
3629,1067,34,982361,,17,17.0
3630,2617,50,941680,,7,28.0
3631,234,41,531103,10%,19,12.0
3632,2906,10,2269669,15,16,19.0
3633,1510,41,2571031,0.1,16,8.0
3634,404,14,2178524,10%,16,9.0
3635,3059,1,2447868,,13,9.0
3636,3292,15,2288053,15,9,28.0
3637,894,1,2155722,,15,29.0
3638,569,43,746230,,19,22.0
3639,2404,40,1820759,0.1,19,29.0
3640,3944,2,2531959,,18,23.0
3641,1375,33,2266045,,13,19.0
3642,1032,6,2029954,15,5,20.0
3643,816,30,471853,,5,24.0
3644,2234,26,1068352,0.1,18,20.0
3645,704,21,2414947,10%,9,14.0
3646,3143,24,2011062,10%,13,19.0
3647,3001,10,674320,10%,16,17.0
3648,3507,3,1568124,,8,29.0
3649,491,19,606260,15,7,
3650,552,26,1680541,15,7,13.0
3651,2751,42,1292185,10%,17,14.0
3652,2059,43,1698963,15,12,25.0
3653,3130,31,1201693,10%,15,14.0
3654,1401,8,1929860,10%,14,6.0
3655,716,22,821789,15,5,27.0
3656,4202,1,1969540,,12,
3657,1642,41,1470451,0.1,16,9.0
3658,2862,7,773264,10%,14,28.0
3659,2572,1,1494215,15,17,16.0
3660,1642,1,1212991,,10,23.0
3661,2989,12,583921,15,19,26.0
3662,4822,28,679701,10%,17,17.0
3663,212,33,736509,0.1,5,9.0
3664,3983,44,1277371,0.1,18,
3665,2207,48,2328303,,7,17.0
3666,20,1,2403198,15,14,24.0
3667,4738,30,2181204,10%,15,9.0
3668,4358,38,1667163,10%,18,23.0
3669,3456,17,965673,10%,6,5.0
3670,2017,19,1499159,,11,7.0
3671,2007,45,1880536,0.1,5,9.0
3672,3417,11,2403503,10%,9,18.0
3673,1126,45,1362813,0.1,12,23.0
3674,1061,34,2047959,10%,9,23.0
3675,4579,32,960747,0.1,13,12.0
3676,4730,31,1462424,0.1,11,25.0
3677,2247,15,1747314,10%,12,14.0
3678,1851,5,451044,,9,7.0
3679,4223,27,2382591,0.1,9,6.0
3680,2060,39,1220121,15,16,17.0
3681,4596,43,1059016,,10,13.0
3682,1744,18,1965445,15,15,
3683,4768,36,2502813,0.1,10,16.0
3684,4158,44,1185079,15,11,9.0
3685,16,41,2455920,15,5,7.0
3686,1780,3,548534,,7,25.0
3687,945,22,2084323,0.1,17,20.0
3688,2752,20,1975292,15,15,6.0
3689,4394,26,1861362,0.1,5,24.0
3690,4184,24,914156,15,11,15.0
3691,78,26,1413066,,7,26.0
3692,236,14,1528530,0.1,5,22.0
3693,3684,50,951843,15,12,23.0
3694,602,5,2230934,10%,13,6.0
3695,3098,29,2019539,10%,11,10.0
3696,2138,26,494434,10%,8,23.0
3697,3424,48,1789957,,16,24.0
3698,1704,32,2106085,0.1,10,8.0
3699,1108,44,2426839,15,15,9.0
3700,1392,36,1145915,15,15,18.0
3701,4010,47,1879512,15,6,9.0
3702,574,23,497348,0.1,11,14.0
3703,349,38,2254026,10%,10,25.0
3704,1975,40,1731281,10%,16,7.0
3705,1051,19,511490,0.1,8,22.0
3706,2645,3,1320564,10%,7,8.0
3707,4583,47,1648808,0.1,16,9.0
3708,1509,16,2369755,0.1,10,8.0
3709,3360,11,1034445,,12,7.0
3710,4265,33,677985,15,12,15.0
3711,4477,42,1760930,10%,19,19.0
3712,2328,8,2484781,,19,25.0
3713,1818,8,525733,10%,12,
3714,1717,7,1080943,0.1,13,26.0
3715,1633,16,1823872,15,8,27.0
3716,443,26,1788206,,16,5.0
3717,3125,16,711641,0.1,12,15.0
3718,4929,46,1005003,10%,13,5.0
3719,596,28,1457619,0.1,5,28.0
3720,725,26,805548,,16,8.0
3721,4335,39,2530949,15,14,
3722,2669,4,575760,0.1,7,
3723,1962,21,878978,,13,15.0
3724,3366,29,1080282,15,8,11.0
3725,1952,32,2307129,0.1,19,20.0
3726,4630,49,1880247,,17,26.0
3727,1276,50,1544783,,14,14.0
3728,2493,26,1612153,15,7,23.0
3729,1753,18,984447,10%,11,19.0
3730,3871,46,2539760,,6,29.0
3731,2025,3,2588998,15,11,8.0
3732,3823,50,1448460,15,13,26.0
3733,761,37,1565632,15,11,14.0
3734,2675,2,2042382,10%,10,27.0
3735,4065,30,1073080,15,5,12.0
3736,3899,26,1555423,10%,19,25.0
3737,2712,35,2455161,10%,7,23.0
3738,4854,7,1990382,15,8,7.0
3739,4701,44,2198066,,13,12.0
3740,4752,41,1604442,10%,11,27.0
3741,2848,23,1739556,,9,18.0
3742,620,20,971552,10%,17,11.0
3743,2277,26,1495473,0.1,11,10.0
3744,272,49,1344498,10%,8,18.0
3745,1579,33,2224276,10%,12,
3746,4917,3,1194655,15,9,23.0
3747,1441,21,1122880,15,17,26.0
3748,1653,6,1987805,10%,10,11.0
3749,33,42,1692228,10%,14,7.0
3750,2296,31,2483653,10%,14,18.0
3751,1714,8,614513,15,11,12.0
3752,416,33,2151715,0.1,17,9.0
3753,4398,1,476789,,9,27.0
3754,1180,42,2173408,15,9,5.0
3755,1203,20,681983,15,9,
3756,4337,19,2260288,10%,13,7.0
3757,742,1,495561,10%,16,19.0
3758,3354,32,823547,15,5,25.0
3759,2623,34,2166622,15,15,19.0
3760,2351,49,1250871,15,15,10.0
3761,4431,20,1046284,10%,8,13.0
3762,2658,38,638081,0.1,12,11.0
3763,3393,40,983717,10%,8,23.0
3764,403,28,2146179,,9,22.0
3765,2897,49,2368813,0.1,8,18.0
3766,2168,8,2544124,15,12,11.0
3767,1511,34,1201617,,9,7.0
3768,1998,42,768841,15,10,20.0
3769,4043,19,2204437,15,13,18.0
3770,720,9,2102053,10%,12,6.0
3771,2102,13,1015611,,7,17.0
3772,3934,2,1217797,,14,28.0
3773,231,34,1355772,15,5,12.0
3774,731,1,791405,10%,15,25.0
3775,4273,31,2558960,,10,26.0
3776,2104,2,1647846,15,14,20.0
3777,1452,22,2278689,10%,6,18.0
3778,2028,8,2380691,,16,18.0
3779,3405,37,2593779,0.1,10,8.0
3780,1047,36,587892,10%,12,17.0
3781,4394,43,557903,,5,27.0
3782,1014,47,587497,,8,7.0
3783,1963,3,1196407,10%,12,9.0
3784,3796,35,1353092,10%,14,
3785,2648,11,2321728,15,5,5.0
3786,4320,36,2364864,0.1,10,16.0
3787,3354,42,1569481,0.1,6,12.0
3788,4098,24,1547917,15,15,6.0
3789,387,10,1352100,15,6,16.0
3790,3044,7,2469067,10%,6,19.0
3791,3995,21,1801166,0.1,9,25.0
3792,2830,45,904088,10%,7,16.0
3793,1513,4,1547891,,7,7.0
3794,3446,23,1246308,,11,20.0
3795,4774,16,2057668,0.1,7,5.0
3796,4939,11,808928,10%,8,28.0
3797,50,18,1002207,15,11,24.0
3798,1901,16,910840,0.1,16,14.0
3799,2310,15,1532873,,19,18.0
3800,3383,1,2363142,10%,6,15.0
3801,1962,14,1466120,,7,21.0
3802,1939,24,1522833,0.1,17,27.0
3803,2607,39,593287,15,12,7.0
3804,1782,29,995841,,14,
3805,813,14,1628240,0.1,18,20.0
3806,4687,4,630475,,12,6.0
3807,1579,8,636923,0.1,15,20.0
3808,1292,14,1125940,,7,19.0
3809,2176,47,1820955,,11,28.0
3810,1088,19,997124,0.1,16,20.0
3811,3454,17,827532,10%,7,16.0
3812,3284,33,2207392,,9,14.0
3813,1714,33,555319,,7,21.0
3814,278,31,1009869,,9,8.0
3815,1755,28,867605,15,6,12.0
3816,1933,48,1721695,10%,16,6.0
3817,699,26,1212839,10%,15,21.0
3818,197,48,1724324,0.1,14,23.0
3819,3298,47,2204914,,7,7.0
3820,3734,4,891416,15,15,15.0
3821,1758,45,968448,0.1,13,18.0
3822,1475,44,1965718,10%,19,22.0
3823,3783,29,1887771,15,5,23.0
3824,1521,22,1938959,,8,21.0
3825,1095,19,1746158,,16,18.0
3826,131,20,2230836,10%,18,5.0
3827,4187,32,1923888,15,6,22.0
3828,4545,10,549668,,6,8.0
3829,753,43,693031,0.1,13,7.0
3830,694,30,849560,10%,9,19.0
3831,162,38,1097919,,12,21.0
3832,1135,34,2027351,10%,9,17.0
3833,1625,10,2216207,15,9,12.0
3834,2086,48,1206321,10%,11,22.0
3835,3145,27,665013,,5,10.0
3836,2253,20,1221343,,16,16.0
3837,3660,16,793415,,11,24.0
3838,2874,31,1536134,15,17,16.0
3839,4515,38,2335209,,17,15.0
3840,1580,2,2411664,0.1,8,20.0
3841,1721,5,1145908,,10,12.0
3842,2391,33,1477483,,6,13.0
3843,3989,41,1404797,,15,12.0
3844,2685,17,975621,10%,15,25.0
3845,2972,39,1679052,0.1,16,17.0
3846,3235,42,1990917,10%,6,19.0
3847,3921,5,1337117,0.1,12,11.0
3848,2035,3,1217846,,18,18.0
3849,1624,44,1150020,,16,21.0
3850,4566,30,2187246,10%,13,9.0
3851,4042,3,1241310,0.1,17,22.0
3852,3280,33,1404350,,15,17.0
3853,3685,38,2575701,0.1,12,21.0
3854,902,21,473290,,14,8.0
3855,4865,42,1007977,0.1,19,8.0
3856,2802,17,1253805,15,9,29.0
3857,1529,44,915606,10%,16,15.0
3858,2931,38,1053809,15,5,20.0
3859,1722,17,1367152,10%,7,21.0
3860,4571,36,1313578,15,16,19.0
3861,3973,41,1914918,15,6,6.0
3862,502,40,1506856,10%,19,13.0
3863,2643,6,2242806,15,8,13.0
3864,2187,37,938819,,13,23.0
3865,1141,34,2344593,15,13,23.0
3866,2283,49,635048,,13,21.0
3867,4043,15,2372769,15,13,19.0
3868,4405,40,1249092,15,16,11.0
3869,1936,35,2111150,0.1,17,21.0
3870,267,8,900069,15,7,
3871,2351,3,2513701,15,7,23.0
3872,55,23,1140819,15,11,28.0
3873,371,5,1717664,15,12,19.0
3874,3179,43,1249015,0.1,10,26.0
3875,4762,6,1937891,0.1,17,15.0
3876,674,24,1471832,15,6,10.0
3877,4226,44,1443856,,14,5.0
3878,784,22,1480526,,14,10.0
3879,2079,11,1743346,10%,9,27.0
3880,86,33,1270717,0.1,12,19.0
3881,2848,41,1071147,10%,11,29.0
3882,4294,24,2352605,10%,16,25.0
3883,1666,24,1344251,0.1,15,16.0
3884,839,26,2399242,15,11,14.0
3885,907,26,2348850,,11,21.0
3886,51,1,1781047,,11,9.0
3887,4737,39,722357,10%,8,14.0
3888,4710,35,1637297,15,7,8.0
3889,4263,12,601903,,7,6.0
3890,1211,6,1732078,10%,14,29.0
3891,2787,35,471517,0.1,11,15.0
3892,845,38,1160092,15,5,19.0
3893,3918,22,523318,15,18,21.0
3894,1405,42,644828,,6,12.0
3895,38,10,2134682,,13,11.0
3896,4206,35,531122,,7,18.0
3897,1483,25,455246,10%,18,18.0
3898,1495,2,1062363,10%,16,12.0
3899,4936,8,2138623,,13,11.0
3900,4416,47,545295,15,19,28.0
3901,3435,3,2356830,10%,16,12.0
3902,250,48,1570583,10%,8,20.0
3903,2520,31,2358913,0.1,11,22.0
3904,1343,32,1388225,0.1,8,20.0
3905,3069,5,1832190,15,7,8.0
3906,3999,1,938480,10%,18,14.0
3907,832,45,634313,,8,8.0
3908,4494,20,1529208,10%,8,8.0
3909,2390,2,1233420,10%,10,17.0
3910,4832,8,2477671,10%,16,9.0
3911,352,38,1437872,10%,18,16.0
3912,1499,24,1095698,15,15,16.0
3913,4695,40,833581,0.1,7,6.0
3914,4165,14,1537434,,12,27.0
3915,813,40,1907883,15,16,23.0
3916,4105,25,2076358,,5,13.0
3917,2825,17,2421329,15,11,17.0
3918,1593,29,1297190,10%,19,18.0
3919,593,36,2373108,10%,13,14.0
3920,3906,9,2588615,0.1,11,13.0
3921,1935,1,637083,0.1,12,17.0
3922,1257,46,2380432,10%,11,7.0
3923,305,39,1391742,15,15,26.0
3924,2542,4,751955,10%,5,27.0
3925,2700,25,2360477,10%,8,
3926,3020,28,1003694,0.1,19,6.0
3927,4193,49,486354,10%,14,8.0
3928,2906,8,1268565,,17,28.0
3929,2391,49,998257,0.1,16,11.0
3930,3981,6,697891,0.1,12,10.0
3931,1897,50,963110,,10,14.0
3932,630,27,2501503,10%,11,11.0
3933,4313,41,1522695,10%,17,23.0
3934,2531,46,1208033,,14,10.0
3935,4209,45,918365,15,16,29.0
3936,4019,6,1395511,10%,9,9.0
3937,2192,50,858532,15,16,20.0
3938,3228,9,1206956,10%,17,15.0
3939,714,38,1130132,0.1,6,
3940,120,40,1881109,15,19,18.0
3941,2004,5,2393764,,13,5.0
3942,3992,27,1974663,15,9,18.0
3943,4116,40,1662356,,7,8.0
3944,3444,41,750918,10%,9,
3945,4634,1,1256715,,13,8.0
3946,29,19,897519,10%,18,
3947,632,48,2542516,,13,15.0
3948,4500,36,1799336,0.1,18,18.0
3949,4637,24,1542501,0.1,12,25.0
3950,125,46,2550838,15,9,11.0
3951,112,1,2331752,,6,23.0
3952,2873,3,479951,0.1,19,18.0
3953,610,24,618350,0.1,11,12.0
3954,1740,25,1049659,0.1,7,21.0
3955,2899,39,1847120,15,14,10.0
3956,2176,14,2083257,15,11,14.0
3957,2304,33,2513062,0.1,13,24.0
3958,4497,24,1377467,,14,25.0
3959,4711,26,515875,15,12,15.0
3960,4607,11,1517743,0.1,8,19.0
3961,4694,3,2161877,15,10,16.0
3962,3338,20,2243686,15,6,15.0
3963,888,44,1186930,15,17,9.0
3964,1106,9,2250304,0.1,12,13.0
3965,1537,46,2350815,15,8,9.0
3966,2778,41,1041302,10%,19,
3967,3929,20,1473743,15,9,9.0
3968,1138,8,1093989,,13,20.0
3969,1741,20,1847950,10%,10,21.0
3970,1255,17,1708766,15,14,29.0
3971,3367,36,2496994,15,19,12.0
3972,4270,11,2340043,0.1,12,6.0
3973,2432,33,1709862,,11,10.0
3974,3476,46,1411908,,14,23.0
3975,3462,13,1895479,0.1,16,5.0
3976,2962,6,659426,10%,16,18.0
3977,2690,2,1691625,0.1,7,21.0
3978,1609,41,825036,10%,11,25.0
3979,381,40,682624,0.1,6,8.0
3980,4385,47,696585,0.1,7,15.0
3981,129,22,985008,,6,9.0
3982,3019,46,721206,0.1,18,21.0
3983,3323,25,2254440,10%,17,26.0
3984,2326,36,1298205,15,13,28.0
3985,2628,46,2288951,10%,16,15.0
3986,789,35,1580103,15,16,22.0
3987,3141,25,890938,0.1,13,13.0
3988,1075,12,2261939,,7,9.0
3989,3563,21,678245,0.1,14,12.0
3990,502,6,2068545,15,12,29.0
3991,1633,30,1384091,,16,19.0
3992,3606,22,1571045,,6,9.0
3993,2345,17,1308231,10%,6,24.0
3994,3438,21,1174683,,7,24.0
3995,2837,11,1095093,,15,13.0
3996,4870,15,1307358,15,12,15.0
3997,3996,14,681838,10%,6,6.0
3998,514,25,2342617,,14,23.0
3999,463,14,1815921,15,13,
4000,4363,8,2540735,0.1,9,9.0
4001,3803,1,1064692,10%,7,8.0
4002,1367,3,1149276,,12,10.0
4003,3208,48,2230517,,14,22.0
4004,2004,18,2394892,10%,11,13.0
4005,1506,23,1152768,,16,27.0
4006,493,2,2106416,,6,8.0
4007,3416,32,2240573,,12,22.0
4008,1672,48,1406989,0.1,16,13.0
4009,542,6,665176,,7,19.0
4010,2543,20,1643787,10%,8,25.0
4011,700,6,487585,10%,9,10.0
4012,395,5,1322733,,17,24.0
4013,3700,17,2228452,0.1,5,23.0
4014,691,12,897004,0.1,12,29.0
4015,3913,32,1147488,10%,6,7.0
4016,3954,29,743059,15,10,25.0
4017,3616,47,1387238,10%,9,21.0
4018,246,5,1721447,,19,16.0
4019,3183,8,591446,0.1,16,23.0
4020,2346,35,1643223,15,16,17.0
4021,2455,15,684343,0.1,15,23.0
4022,2136,14,1259178,,14,9.0
4023,4690,48,1629198,0.1,13,17.0
4024,4495,24,670740,15,6,6.0
4025,1886,44,529241,15,5,18.0
4026,175,38,2518388,,7,17.0
4027,4365,26,1400728,,6,9.0
4028,1706,27,1170028,,8,28.0
4029,4724,1,775484,0.1,11,
4030,4247,10,949662,,9,14.0
4031,1837,17,2074253,10%,8,7.0
4032,4886,47,2165643,,5,29.0
4033,3260,47,873081,10%,17,19.0
4034,3611,9,1455306,15,16,29.0
4035,2757,7,1238713,10%,10,17.0
4036,3718,28,495386,10%,17,25.0
4037,4768,33,2106965,10%,12,10.0
4038,1960,24,1357847,,13,15.0
4039,4471,32,2306884,,9,23.0
4040,274,50,825722,15,16,26.0
4041,3042,27,1985240,15,18,8.0
4042,2898,21,717130,0.1,13,11.0
4043,1282,22,2107084,0.1,5,12.0
4044,13,42,2071143,,7,17.0
4045,1080,23,2371095,10%,19,23.0
4046,1710,23,2031216,10%,14,17.0
4047,764,17,1227244,,11,19.0
4048,373,5,2556369,0.1,10,15.0
4049,4030,14,1478822,,13,6.0
4050,474,13,1486013,,9,18.0
4051,2368,8,2556868,0.1,16,8.0
4052,1932,31,1667899,15,14,6.0
4053,396,5,612220,,11,
4054,396,31,1079804,,8,10.0
4055,620,12,647618,,14,27.0
4056,408,12,1272261,15,14,26.0
4057,559,45,1079144,10%,11,24.0
4058,552,24,1501364,10%,7,17.0
4059,2627,48,1306191,10%,6,9.0
4060,4723,27,898577,15,6,24.0
4061,4542,20,2428131,0.1,5,24.0
4062,1139,36,1032105,10%,14,19.0
4063,3039,25,1799875,15,6,6.0
4064,121,35,789044,,7,18.0
4065,1888,28,917659,,18,21.0
4066,2652,23,978575,15,9,15.0
4067,2057,30,843191,0.1,10,25.0
4068,4642,26,558728,10%,7,15.0
4069,3516,21,717663,,13,5.0
4070,3322,1,725567,10%,6,8.0
4071,4179,32,1276319,10%,8,14.0
4072,4090,27,1970738,15,9,10.0
4073,4558,20,1326802,,15,26.0
4074,4858,44,600700,,5,16.0
4075,808,28,956155,,18,
4076,3411,11,1369899,15,17,15.0
4077,588,1,1521479,15,5,13.0
4078,4249,37,1221827,,8,21.0
4079,2621,47,1330201,,9,22.0
4080,4276,9,2251058,0.1,13,25.0
4081,1662,13,1736654,10%,15,25.0
4082,2822,46,1607867,,9,8.0
4083,989,45,1099080,0.1,19,13.0
4084,674,20,1028832,10%,8,16.0
4085,36,42,1650752,0.1,7,13.0
4086,2123,29,459006,10%,6,27.0
4087,4044,19,1203203,0.1,14,15.0
4088,2257,35,929941,15,17,23.0
4089,619,41,1801409,0.1,13,13.0
4090,2793,8,1494880,0.1,6,27.0
4091,1495,31,1314485,10%,6,7.0
4092,2719,21,592112,10%,12,25.0
4093,4021,35,1422779,,15,25.0
4094,1780,13,1257635,10%,6,29.0
4095,1367,42,980295,,13,7.0
4096,946,24,1413576,10%,15,17.0
4097,3735,44,2028086,10%,16,27.0
4098,2963,36,1446943,15,14,24.0
4099,4630,16,2157777,10%,5,26.0
4100,3241,37,1142897,10%,5,6.0
4101,3153,9,954451,,17,15.0
4102,433,39,850555,10%,18,14.0
4103,1209,46,485248,10%,8,20.0
4104,91,47,868748,15,8,7.0
4105,3345,10,2151228,0.1,13,29.0
4106,1132,27,1074723,0.1,8,14.0
4107,1378,50,1439846,,18,20.0
4108,3427,32,2155793,15,11,16.0
4109,2315,10,1731644,10%,10,22.0
4110,2108,49,1937682,15,9,18.0
4111,4612,12,851302,0.1,12,7.0
4112,1082,41,1905666,0.1,18,27.0
4113,3400,44,1914984,10%,19,11.0
4114,3316,50,1936621,10%,17,9.0
4115,4601,20,1805847,15,16,9.0
4116,1535,19,855933,,17,23.0
4117,3940,20,1035328,,18,11.0
4118,4644,10,1771172,10%,16,18.0
4119,4606,37,1279391,0.1,18,8.0
4120,1029,1,829637,10%,8,23.0
4121,1498,30,1352742,10%,12,9.0
4122,3314,32,1911740,15,7,11.0
4123,2487,7,1337383,15,19,21.0
4124,2074,15,1574476,0.1,13,18.0
4125,3658,22,2249705,15,6,8.0
4126,2100,48,927642,10%,17,22.0
4127,3040,11,2138568,,19,8.0
4128,2621,5,2284034,10%,5,29.0
4129,601,2,2286762,,9,10.0
4130,1770,36,1108550,,6,16.0
4131,4967,31,1418512,10%,8,12.0
4132,2741,14,549034,0.1,13,29.0
4133,1442,41,724944,,6,15.0
4134,4332,42,1178590,15,17,18.0
4135,4399,47,476890,,19,12.0
4136,4990,36,998061,,6,16.0
4137,2762,9,753638,0.1,19,27.0
4138,498,13,551969,,17,10.0
4139,895,4,2565393,0.1,10,21.0
4140,4294,22,2303300,15,9,8.0
4141,1262,40,1428175,10%,13,17.0
4142,2021,28,2404626,0.1,14,24.0
4143,1644,17,2468585,0.1,19,25.0
4144,250,10,1700396,0.1,13,15.0
4145,3773,20,2507180,15,19,5.0
4146,937,36,673013,,6,22.0
4147,1410,30,2115073,15,11,21.0
4148,147,18,1841156,0.1,10,11.0
4149,4585,9,1304875,15,9,10.0
4150,1131,39,2094225,0.1,11,19.0
4151,1133,33,481210,,19,19.0
4152,401,23,935363,,10,6.0
4153,1670,22,1306514,0.1,16,25.0
4154,2742,29,495857,,12,29.0
4155,816,1,2149538,10%,15,13.0
4156,428,22,709301,0.1,8,5.0
4157,2107,25,1470665,10%,12,10.0
4158,4593,14,2381203,10%,13,13.0
4159,4898,50,2340374,0.1,14,
4160,859,4,554653,10%,19,18.0
4161,1558,40,1171307,0.1,5,13.0
4162,4771,7,1451541,10%,18,29.0
4163,211,29,1219307,15,16,25.0
4164,4780,20,767329,,7,9.0
4165,1044,48,1634337,10%,15,12.0
4166,173,8,2507386,10%,18,27.0
4167,4797,9,1733278,15,8,9.0
4168,609,38,1991005,0.1,10,12.0
4169,3816,6,2318818,0.1,12,20.0
4170,4536,33,2359597,15,16,22.0
4171,105,31,1892066,,12,26.0
4172,4664,6,561520,,14,12.0
4173,3596,23,2598517,0.1,10,19.0
4174,4722,36,732570,0.1,6,15.0
4175,1106,47,1848577,15,10,24.0
4176,1683,20,1595704,15,6,15.0
4177,3126,23,1980219,15,5,29.0
4178,4608,15,666002,15,12,26.0
4179,4421,33,1645923,10%,5,25.0
4180,2069,7,1768327,,16,29.0
4181,1006,33,605790,,5,18.0
4182,2748,36,1317258,0.1,16,23.0
4183,4816,17,2587400,15,17,20.0
4184,1114,5,819310,,7,16.0
4185,3043,45,1253396,10%,5,12.0
4186,279,46,2090461,15,10,18.0
4187,113,4,2459365,10%,13,5.0
4188,1664,9,1071308,,10,18.0
4189,1657,27,990476,10%,19,13.0
4190,3370,36,1568161,,12,22.0
4191,1749,2,1198302,,8,20.0
4192,4218,11,1111884,10%,9,11.0
4193,2224,24,2355913,10%,9,5.0
4194,2189,29,1577523,15,19,18.0
4195,3356,50,1690498,15,16,21.0
4196,2782,15,1579911,10%,18,22.0
4197,1957,39,2003089,15,10,12.0
4198,4728,3,2585093,10%,17,26.0
4199,739,18,2496080,15,17,9.0
4200,1333,45,1362908,15,13,11.0
4201,4841,38,1525812,0.1,17,11.0
4202,230,21,2331899,15,5,7.0
4203,589,44,2257187,10%,13,29.0
4204,336,34,2494030,0.1,10,28.0
4205,3381,42,1949633,15,14,
4206,403,3,2560285,,12,26.0
4207,4048,8,1938453,,19,15.0
4208,3403,35,2373008,0.1,7,11.0
4209,2347,3,1440399,15,13,24.0
4210,2323,40,1416380,,13,7.0
4211,2200,13,2331571,,19,8.0
4212,3207,16,1584332,10%,16,22.0
4213,1128,43,1499892,,15,17.0
4214,3240,30,801137,0.1,11,20.0
4215,335,48,2293664,10%,6,13.0
4216,2967,9,1965263,10%,19,29.0
4217,3785,45,2237504,10%,11,
4218,3685,22,2180457,,9,25.0
4219,987,29,621466,,10,13.0
4220,2804,13,1908206,,13,10.0
4221,2838,4,963307,,7,19.0
4222,149,46,1654642,15,19,14.0
4223,3541,26,1989952,10%,7,27.0
4224,2582,30,2220194,0.1,7,7.0
4225,161,2,1372188,15,13,15.0
4226,78,40,459107,15,17,7.0
4227,3469,38,1273358,10%,15,9.0
4228,763,45,2164091,15,7,6.0
4229,213,6,870492,10%,10,19.0
4230,893,38,1478529,,15,20.0
4231,1292,17,816129,,8,19.0
4232,4128,5,2019619,10%,14,16.0
4233,1271,12,2112766,,9,19.0
4234,4071,34,1053562,,16,27.0
4235,3325,3,1042214,10%,19,7.0
4236,2146,42,853849,15,17,9.0
4237,2136,11,1289785,0.1,8,27.0
4238,1468,18,1350173,10%,7,16.0
4239,124,49,552769,0.1,11,18.0
4240,2518,22,1010323,15,14,19.0
4241,2327,4,1843020,0.1,12,28.0
4242,1622,23,1879608,0.1,5,23.0
4243,1100,29,1576772,15,17,17.0
4244,2385,47,1248134,,9,15.0
4245,2997,28,2337710,0.1,14,16.0
4246,2685,7,650734,15,16,8.0
4247,3560,43,1098605,0.1,17,28.0
4248,2861,16,692924,15,11,29.0
4249,3000,41,1379183,0.1,6,16.0
4250,2597,40,1999097,15,10,26.0
4251,1486,43,2499433,15,7,12.0
4252,3190,45,1080411,,5,25.0
4253,3034,25,495098,15,14,26.0
4254,1987,26,2106840,0.1,5,7.0
4255,1327,37,1859154,15,14,20.0
4256,3862,15,1829913,,9,12.0
4257,4455,27,573209,10%,19,23.0
4258,779,32,534155,15,14,9.0
4259,4761,33,2514619,15,19,17.0
4260,596,8,1112675,0.1,13,11.0
4261,3599,6,783565,15,14,22.0
4262,2168,32,921620,10%,12,7.0
4263,2693,45,2572119,0.1,12,5.0
4264,3921,41,996773,10%,15,26.0
4265,646,8,819223,10%,8,27.0
4266,131,3,1336559,0.1,8,10.0
4267,1567,22,1122407,15,9,26.0
4268,3233,38,480063,10%,7,17.0
4269,3452,36,1256103,,15,13.0
4270,3371,43,1302499,,8,16.0
4271,2465,32,928320,0.1,14,20.0
4272,3853,25,2523343,15,9,25.0
4273,1267,28,726972,10%,19,14.0
4274,2843,30,1839588,,6,27.0
4275,3519,30,1105644,15,16,27.0
4276,867,6,2249368,10%,14,11.0
4277,2328,42,626199,10%,15,8.0
4278,3895,16,1291565,0.1,9,22.0
4279,1034,27,743604,15,8,13.0
4280,4502,10,884680,0.1,8,10.0
4281,1197,23,2076818,0.1,13,
4282,2323,20,2482624,10%,5,21.0
4283,3442,26,840561,10%,8,10.0
