service_id,order_item_id,service_date,issue_type,service_cost
1171,2746,26-05-2023 05:24,Electrical,4517
1172,1621,08-11-2023 00:38,Engine,3968
1173,6939,24-03-2024 10:31,Electrical,8646
1174,2840,29-07-2023 12:23,BRAKE,1754
1175,198,18-06-2023 18:53,BRAKE,17092
1176,4258,03-01-2024 00:04,Brake,15822
1177,6054,18-03-2024 16:38,ENGINE,6663
1178,5547,10-03-2024 22:18,BRAKE,19272
1179,1234,09-01-2024 18:39,ENGINE,4493
1180,277,28-01-2024 16:50,ENGINE,6900
1181,975,28-07-2023 09:40,Engine,14054
1182,158,19-02-2023 13:31,ENGINE,4658
1183,6185,15-02-2023 22:36,ENGINE,14198
1184,5882,19-03-2024 06:37,Engine,12456
1185,1016,12-02-2023 00:29,Brake,4089
1186,3334,20-04-2023 04:38,Electrical,3521
1187,4030,20-09-2023 20:43,ENGINE,6049
1188,421,21-10-2023 03:00,ENGINE,14117
1189,5135,23-01-2024 05:12,Engine,7360
1190,6162,08-10-2023 12:03,ENGINE,1992
1191,4618,27-04-2023 20:08,Engine,5488
1192,4675,14-02-2024 19:51,Electrical,7841
1193,1371,18-03-2024 09:59,Engine,7476
1194,3928,30-11-2023 16:37,Brake,10329
1195,766,31-12-2023 15:45,ENGINE,12901
1196,4036,19-04-2023 23:00,Brake,17337
1197,5003,02-08-2023 14:19,Engine,1590
1198,1374,12-09-2023 10:31,Electrical,13910
1199,2240,08-12-2023 19:27,Electrical,6740
1200,3570,29-06-2023 13:54,Electrical,15860
1201,385,04-08-2023 09:51,ENGINE,5143
1202,3400,31-03-2023 13:42,electrical,13067
1203,1355,22-01-2023 12:18,BRAKE,18181
1204,5923,09-09-2023 23:09,Engine,18938
1205,5903,14-10-2023 00:52,Engine,11534
1206,6409,01-12-2023 06:56,electrical,17446
1207,1452,12-11-2023 22:30,Electrical,19756
1208,4812,05-10-2023 05:32,electrical,14522
1209,2062,03-04-2023 23:33,Electrical,17758
1210,1336,11-08-2023 18:20,electrical,5219
1211,2054,25-02-2023 14:56,electrical,18471
1212,4301,17-10-2023 07:18,Electrical,5643
1213,4883,16-08-2023 14:53,Engine,7501
1214,4039,19-03-2024 18:57,ENGINE,8732
1215,4752,09-03-2023 13:20,Electrical,8927
1216,1980,01-08-2023 07:03,electrical,17908
1217,2333,16-08-2023 06:08,BRAKE,8533
1218,3377,14-07-2023 03:12,BRAKE,15953
1219,5314,14-11-2023 12:51,Brake,1428
1220,6753,01-12-2023 18:23,electrical,13536
1221,3936,25-02-2024 03:47,Electrical,14875
1222,497,18-12-2023 03:30,BRAKE,3168
1223,3202,10-08-2023 20:29,Electrical,10626
1224,4654,19-10-2023 10:59,Electrical,4339
1225,5373,15-12-2023 09:24,Engine,12324
1226,5480,22-10-2023 08:43,Engine,17301
1227,4262,30-04-2023 22:39,Brake,12056
1228,3550,22-05-2023 01:15,Brake,17467
1229,1691,05-07-2023 19:21,BRAKE,13284
1230,4136,16-10-2023 12:49,BRAKE,17115
1231,1796,19-05-2023 11:10,electrical,4902
1232,6397,05-03-2023 10:54,BRAKE,16732
1233,2167,16-01-2024 07:13,BRAKE,7072
1234,3392,15-07-2023 02:30,Engine,5949
1235,1064,13-08-2023 07:19,electrical,12766
1236,5408,04-11-2023 06:45,Brake,14567
1237,1110,09-02-2023 02:04,ENGINE,19935
1238,1055,13-04-2023 21:17,Electrical,16408
1239,6124,19-07-2023 18:21,electrical,6774
1240,335,19-07-2023 13:48,ENGINE,16675
1241,5291,17-08-2023 16:14,Engine,5776
1242,6680,23-01-2024 12:40,electrical,6619
1243,2249,11-03-2024 14:22,Brake,8589
1244,5891,23-07-2023 04:14,electrical,6628
1245,1091,03-06-2023 18:20,BRAKE,16818
1246,5698,06-03-2023 04:57,Engine,1066
1247,105,11-07-2023 10:01,ENGINE,4000
1248,2641,02-01-2024 21:36,Electrical,19140
1249,6730,22-02-2024 03:32,Electrical,17381
1250,6016,30-01-2024 19:18,Brake,17374
1251,614,09-02-2024 02:55,electrical,16864
1252,3929,28-08-2023 10:15,Brake,13600
1253,5771,01-11-2023 23:44,Engine,19169
1254,4475,14-04-2023 00:29,electrical,8266
1255,5285,24-04-2023 13:06,Brake,2434
1256,5981,13-03-2023 06:18,Engine,10929
1257,1675,22-08-2023 06:27,electrical,15233
1258,2723,17-07-2023 20:06,Brake,10632
1259,6834,06-03-2024 19:45,ENGINE,6657
1260,5535,22-02-2023 03:39,Engine,14382
1261,348,23-04-2023 14:37,ENGINE,17507
1262,5453,09-05-2023 08:22,electrical,7206
1263,4897,04-04-2023 13:16,electrical,12792
1264,1038,02-02-2024 22:15,Engine,1348
1265,4575,07-03-2023 12:24,BRAKE,6824
1266,3291,12-07-2023 06:41,Engine,12813
1267,1828,03-03-2023 05:20,Electrical,3925
1268,2029,16-01-2023 12:42,Engine,17293
1269,5471,12-04-2023 14:17,BRAKE,11522
1270,384,01-01-2024 06:52,Engine,7452
1271,4227,30-08-2023 23:46,electrical,5463
1272,3755,18-11-2023 18:43,ENGINE,3277
1273,4703,17-02-2024 10:25,Electrical,3678
1274,1592,28-04-2023 19:05,Brake,19130
1275,1436,07-03-2023 15:33,ENGINE,14422
1276,1442,14-05-2023 08:52,ENGINE,7795
1277,672,09-08-2023 10:41,ENGINE,1635
1278,2108,19-11-2023 22:22,Engine,19362
1279,2960,05-08-2023 03:10,Electrical,11088
1280,977,01-06-2023 02:11,electrical,12076
1281,3313,17-12-2023 21:57,BRAKE,3203
1282,2899,08-01-2024 20:47,ENGINE,18125
1283,5096,14-03-2023 03:28,Electrical,15727
1284,3008,24-09-2023 14:30,Brake,16893
1285,5404,03-01-2024 18:20,Engine,12673
1286,5536,06-10-2023 15:16,BRAKE,16070
1287,451,06-04-2023 20:19,Brake,7093
1288,5304,26-01-2023 08:37,electrical,4770
1289,3796,30-11-2023 06:10,BRAKE,5283
1290,693,14-11-2023 11:18,Brake,5678
1291,5283,05-02-2023 18:00,BRAKE,14050
1292,4441,26-03-2023 19:48,electrical,6293
1293,3226,20-01-2023 18:51,BRAKE,11144
1294,2286,28-04-2023 00:43,BRAKE,13753
1295,6950,24-01-2024 10:56,Electrical,6490
1296,3154,06-07-2023 16:58,electrical,5935
1297,446,01-10-2023 23:27,Electrical,18718
1298,3098,17-08-2023 19:20,Electrical,4070
1299,5112,12-10-2023 08:39,electrical,2993
1300,2366,17-02-2023 11:33,electrical,7297
1301,3022,14-03-2023 17:30,BRAKE,8927
1302,2183,28-10-2023 06:12,ENGINE,8041
1303,5043,13-02-2024 14:27,Electrical,14016
1304,3594,03-04-2023 17:45,Electrical,4767
1305,1290,04-09-2023 05:50,electrical,13299
1306,5579,06-02-2023 16:59,BRAKE,12649
1307,464,31-12-2023 04:47,ENGINE,12646
1308,3569,16-12-2023 16:00,BRAKE,4937
1309,326,12-03-2024 08:41,BRAKE,3629
1310,4582,26-02-2023 09:54,Engine,6098
1311,2524,08-06-2023 06:24,ENGINE,17273
1312,5413,06-01-2023 22:08,Brake,11365
1313,107,20-01-2024 18:01,BRAKE,13521
1314,4218,28-03-2024 04:14,Engine,17692
1315,6370,16-01-2024 10:38,Brake,7141
1316,3585,26-02-2024 23:58,Electrical,16382
1317,6199,06-07-2023 23:33,ENGINE,14467
1318,1776,23-04-2023 02:07,Electrical,15816
1319,6966,23-03-2023 22:47,Engine,4562
1320,3507,02-06-2023 10:32,Engine,16180
1321,5155,25-08-2023 12:58,Brake,15953
1322,2469,24-06-2023 22:51,Electrical,19469
1323,4590,24-02-2024 14:18,Electrical,3417
1324,1291,12-06-2023 12:39,ENGINE,1511
1325,4578,28-03-2024 21:06,Brake,16285
1326,4446,10-01-2024 21:10,BRAKE,8921
1327,385,20-05-2023 00:15,BRAKE,14347
1328,1373,26-10-2023 23:07,Electrical,7903
1329,6841,16-01-2023 01:28,Engine,8441
1330,925,16-05-2023 21:58,Engine,17611
1331,6387,20-07-2023 11:06,electrical,14122
1332,2899,24-12-2023 10:21,electrical,8987
1333,6294,19-02-2024 18:37,BRAKE,2774
1334,528,09-01-2023 23:56,Brake,8659
1335,380,12-09-2023 20:11,Brake,13967
1336,1916,05-07-2023 15:02,Engine,13944
1337,1332,01-12-2023 10:07,Electrical,9151
1338,5476,28-03-2024 13:52,Brake,8364
1339,45,25-01-2024 08:55,Electrical,1791
1340,4802,14-10-2023 00:36,Engine,19671
1341,660,05-07-2023 07:49,electrical,10358
1342,3525,05-06-2023 08:10,Engine,16727
1343,2524,13-12-2023 00:30,BRAKE,17911
1344,6420,31-08-2023 03:40,electrical,1873
1345,6235,03-05-2023 21:26,Engine,7873
1346,1808,10-09-2023 01:59,electrical,8336
1347,2919,14-01-2023 14:41,ENGINE,6113
1348,3878,12-09-2023 04:54,electrical,8813
1349,3797,28-08-2023 18:23,electrical,4951
1350,2724,07-05-2023 22:23,Electrical,5069
1351,607,21-02-2024 22:43,Electrical,9644
1352,4265,22-09-2023 20:55,Engine,4741
1353,988,05-03-2024 04:07,BRAKE,5230
1354,5097,21-05-2023 17:47,Brake,6138
1355,3946,02-06-2023 19:07,ENGINE,13937
1356,6475,30-01-2023 07:03,Electrical,17405
1357,545,15-09-2023 22:04,ENGINE,15366
1358,2477,09-08-2023 10:07,Engine,14311
1359,5949,04-10-2023 02:05,ENGINE,17945
1360,4478,31-07-2023 08:02,Engine,10625
1361,3315,06-03-2023 02:23,electrical,6837
1362,2439,29-10-2023 02:16,Electrical,8718
1363,6970,09-07-2023 02:53,electrical,19752
1364,4,15-12-2023 06:14,Electrical,4867
1365,5817,03-10-2023 06:06,BRAKE,9998
1366,6464,13-06-2023 06:24,Electrical,13962
1367,2957,16-12-2023 08:48,electrical,16241
1368,6113,19-08-2023 01:29,ENGINE,7900
1369,5941,29-01-2024 08:32,BRAKE,7836
1370,1813,20-02-2023 03:49,Brake,5000
1371,1256,16-11-2023 10:15,electrical,3308
1372,3017,18-08-2023 11:09,electrical,2288
1373,566,06-10-2023 03:36,Brake,10156
1374,691,28-09-2023 14:44,Brake,17722
1375,5491,08-10-2023 12:45,Electrical,4288
1376,6839,29-02-2024 15:45,Engine,8449
1377,3111,29-05-2023 08:06,BRAKE,5256
1378,281,16-09-2023 03:36,Brake,10894
1379,1852,13-02-2024 02:23,Engine,6017
1380,5922,11-03-2024 01:56,electrical,6111
1381,6830,24-09-2023 11:42,Electrical,1227
1382,6295,28-07-2023 00:55,electrical,13219
1383,5885,12-11-2023 23:03,Electrical,14458
1384,6685,19-10-2023 20:42,electrical,3894
1385,4836,09-03-2024 02:29,Electrical,11808
1386,921,05-04-2023 23:44,Brake,9037
1387,4852,08-02-2023 04:00,BRAKE,10064
1388,3353,06-06-2023 12:08,ENGINE,12917
1389,1648,18-03-2023 22:42,Engine,17161
1390,1990,17-06-2023 04:41,BRAKE,1844
1391,903,15-05-2023 13:54,Brake,15530
1392,788,17-07-2023 09:03,Electrical,10287
1393,1926,29-03-2024 01:57,BRAKE,12909
1394,135,09-03-2024 23:34,BRAKE,16975
1395,3169,10-04-2023 13:04,ENGINE,9017
1396,5201,19-01-2023 00:31,electrical,18082
1397,2659,28-11-2023 23:14,Electrical,18915
1398,4711,29-01-2024 22:56,Engine,8543
1399,2237,19-06-2023 23:07,BRAKE,8100
1400,554,07-02-2023 04:59,Electrical,11795
1401,4741,02-12-2023 10:26,Brake,17935
1402,6963,11-10-2023 19:06,electrical,1039
1403,547,07-03-2024 20:02,BRAKE,2886
1404,6969,26-02-2023 19:20,BRAKE,15461
1405,6396,31-01-2023 21:28,Electrical,16636
1406,1525,12-09-2023 04:34,Engine,11550
1407,2041,21-05-2023 04:23,ENGINE,8916
1408,2490,12-03-2024 00:16,ENGINE,3009
1409,3899,25-06-2023 06:22,Brake,4685
1410,6344,27-05-2023 16:30,ENGINE,2312
1411,3121,03-07-2023 02:38,BRAKE,5559
1412,1894,04-12-2023 01:51,BRAKE,18833
1413,3093,24-12-2023 22:13,electrical,14101
1414,1635,14-01-2023 06:30,Electrical,13331
1415,2580,21-01-2024 08:14,Brake,6851
1416,2221,28-01-2023 08:26,Brake,1255
1417,6886,31-08-2023 05:20,Brake,10937
1418,3195,09-01-2023 18:19,electrical,12931
1419,1268,03-02-2024 09:18,electrical,6399
1420,4526,12-09-2023 19:48,Engine,12337
1421,3086,01-03-2023 10:39,electrical,1910
1422,3398,06-12-2023 18:12,Engine,16147
1423,3711,08-10-2023 10:57,Electrical,7642
1424,6835,20-01-2024 20:59,Electrical,9785
1425,5486,27-01-2023 08:38,electrical,16802
1426,478,04-03-2023 12:20,ENGINE,15670
1427,3843,23-11-2023 08:49,Electrical,13027
1428,5891,22-01-2024 02:15,BRAKE,19536
1429,3507,22-12-2023 03:57,electrical,4591
1430,5814,29-01-2024 19:32,electrical,16904
1431,1570,02-03-2024 11:40,ENGINE,15416
1432,698,04-06-2023 07:21,ENGINE,11808
1433,4331,09-01-2024 14:12,Electrical,7594
1434,6147,14-07-2023 07:14,electrical,13597
1435,5341,03-01-2023 13:44,BRAKE,7563
1436,6165,09-02-2024 20:37,Electrical,1644
1437,1621,12-02-2024 21:24,Electrical,6720
1438,6659,06-04-2023 03:15,Electrical,13262
1439,6309,17-08-2023 20:58,BRAKE,7968
1440,2065,09-11-2023 10:31,Brake,12967
1441,4908,08-11-2023 00:33,ENGINE,9256
1442,4659,25-04-2023 22:18,electrical,17231
1443,6792,30-10-2023 01:42,ENGINE,3340
1444,4778,24-10-2023 18:46,Electrical,1933
1445,114,04-05-2023 10:14,Engine,19609
1446,1996,10-03-2024 00:06,ENGINE,8064
1447,1740,27-04-2023 09:12,ENGINE,14796
1448,2574,30-07-2023 21:58,ENGINE,8132
1449,6801,28-03-2023 16:31,Engine,16913
1450,2809,16-07-2023 01:23,Engine,12236
1451,2577,24-02-2023 07:36,ENGINE,2938
1452,2398,13-11-2023 16:37,Electrical,15635
1453,1196,21-12-2023 01:42,ENGINE,1589
1454,5389,29-01-2024 23:43,electrical,15494
1455,6662,29-10-2023 05:48,Brake,14824
1456,4819,09-02-2023 11:48,electrical,2247
1457,538,11-03-2024 14:11,BRAKE,4807
1458,3789,28-04-2023 11:52,Brake,1697
1459,1269,12-06-2023 08:47,Electrical,18912
1460,670,21-12-2023 06:38,ENGINE,15118
1461,1660,17-02-2024 17:14,Engine,14542
1462,1254,02-03-2024 13:07,Electrical,19010
1463,4914,12-02-2024 11:01,Brake,4051
1464,6935,08-04-2023 22:53,ENGINE,8385
1465,880,20-02-2023 23:00,Electrical,1311
1466,523,27-08-2023 10:08,ENGINE,17821
1467,1790,06-07-2023 06:55,Engine,5070
1468,6103,27-03-2023 01:12,Electrical,15485
1469,4369,11-02-2023 08:28,BRAKE,3245
1470,3945,09-05-2023 13:49,Electrical,3680
1471,3860,19-05-2023 19:47,ENGINE,12647
1472,2509,30-12-2023 03:58,Electrical,7870
1473,4179,06-04-2023 12:01,Engine,6772
1474,4295,25-01-2024 01:12,Electrical,10240
1475,5357,15-02-2024 16:59,electrical,4654
1476,2116,16-05-2023 18:56,electrical,13694
1477,4168,06-12-2023 02:52,Electrical,5060
1478,1548,22-02-2023 14:07,Electrical,18864
1479,3472,06-01-2023 08:11,Engine,1253
1480,4089,28-05-2023 02:19,electrical,8694
1481,6460,05-04-2023 17:36,Brake,17383
1482,649,19-04-2023 09:57,electrical,14850
1483,2994,04-10-2023 15:11,Brake,7873
1484,777,22-03-2024 03:37,Engine,12375
1485,3926,20-11-2023 08:20,BRAKE,6083
1486,1716,10-07-2023 06:10,Brake,5723
1487,1869,19-06-2023 06:44,ENGINE,17572
1488,4270,21-02-2023 13:18,Electrical,12363
1489,1345,18-05-2023 21:14,Brake,1352
1490,803,02-05-2023 03:23,electrical,16646
1491,1386,20-12-2023 06:17,Electrical,13121
1492,5656,27-03-2023 03:05,BRAKE,1318
1493,549,01-10-2023 01:51,Engine,9546
1494,411,06-10-2023 05:53,electrical,10066
1495,320,28-10-2023 23:52,electrical,14463
1496,162,18-05-2023 05:15,Brake,18958
1497,5064,30-06-2023 19:19,ENGINE,8793
1498,1250,13-11-2023 07:20,BRAKE,12151
1499,1984,18-05-2023 01:50,ENGINE,13673
1500,2979,30-10-2023 11:51,Brake,11025
1501,17,04-01-2023 08:47,Engine,10256
1502,3577,08-12-2023 17:39,Electrical,15504
1503,599,23-01-2023 05:36,Engine,10043
1504,968,09-10-2023 07:09,Electrical,14165
1505,3408,06-02-2023 13:30,electrical,4805
1506,3999,02-12-2023 10:48,BRAKE,5081
1507,2476,15-11-2023 13:04,ENGINE,8539
1508,4108,05-08-2023 13:40,Electrical,3135
1509,3294,28-10-2023 07:28,Engine,19053
1510,3608,02-09-2023 07:30,BRAKE,8945
1511,4063,28-02-2023 09:27,Brake,15099
1512,4979,26-09-2023 18:30,Brake,2950
1513,5482,04-06-2023 16:25,BRAKE,15730
1514,6924,08-10-2023 01:55,Electrical,1646
1515,1900,02-09-2023 18:21,electrical,6824
1516,6166,26-11-2023 05:42,ENGINE,16907
1517,4305,08-11-2023 07:00,electrical,19819
1518,5572,01-11-2023 06:28,electrical,15081
1519,4577,15-05-2023 03:28,electrical,4356
1520,601,03-08-2023 03:11,Engine,10650
1521,568,24-03-2024 11:04,Engine,7213
1522,2447,14-12-2023 20:00,Brake,8436
1523,6505,03-02-2024 23:25,electrical,9163
1524,1363,12-05-2023 23:07,Engine,18086
1525,4944,06-07-2023 17:29,ENGINE,8203
1526,2718,02-06-2023 15:45,Electrical,12214
1527,2377,19-03-2024 06:21,BRAKE,4710
1528,4513,23-06-2023 14:52,BRAKE,14944
1529,483,09-07-2023 02:47,Electrical,16569
1530,4144,07-02-2024 19:23,Brake,11350
1531,4552,21-09-2023 05:18,ENGINE,4687
1532,2156,24-04-2023 02:40,Brake,6077
1533,2937,26-03-2023 16:52,Electrical,13045
1534,1016,12-10-2023 06:53,electrical,14438
1535,4710,24-02-2023 22:10,electrical,17108
1536,6569,09-11-2023 00:38,Electrical,4415
1537,814,07-02-2023 07:48,BRAKE,8948
1538,5648,23-07-2023 14:33,electrical,11744
1539,3001,14-08-2023 20:17,BRAKE,3241
1540,1331,01-10-2023 08:26,Electrical,3777
1541,6886,20-02-2023 19:26,Electrical,11544
1542,4231,07-02-2024 12:25,electrical,1981
1543,5967,22-08-2023 06:41,Engine,10234
1544,2735,31-05-2023 00:07,BRAKE,15539
1545,377,25-06-2023 06:46,ENGINE,19721
1546,1445,19-10-2023 10:42,Engine,8559
1547,3801,05-06-2023 09:10,Brake,9517
1548,5295,06-02-2024 20:09,electrical,17424
1549,2040,25-02-2023 15:53,ENGINE,12441
1550,2761,15-07-2023 05:12,ENGINE,13141
1551,924,04-09-2023 05:50,ENGINE,3771
1552,6860,30-06-2023 09:56,ENGINE,4586
1553,4012,09-07-2023 22:40,Electrical,7463
1554,6526,26-05-2023 09:09,Brake,2028
1555,5167,18-06-2023 20:52,BRAKE,2307
1556,720,01-06-2023 06:22,BRAKE,16351
1557,4948,09-12-2023 17:04,ENGINE,12042
1558,3628,28-04-2023 07:05,electrical,1833
1559,5252,02-01-2024 04:42,Engine,19536
1560,4732,12-12-2023 15:38,Brake,6624
1561,4241,05-03-2024 04:34,Electrical,17627
1562,1378,24-10-2023 23:11,BRAKE,5651
1563,2058,13-03-2024 01:30,BRAKE,8691
1564,4510,22-05-2023 08:25,ENGINE,19410
1565,992,02-12-2023 21:34,Engine,18069
1566,2653,24-09-2023 00:56,Brake,5705
1567,6323,09-02-2023 08:35,Electrical,9729
1568,4809,13-04-2023 05:38,Electrical,1998
1569,116,29-09-2023 10:06,Engine,14105
1570,1606,21-03-2024 14:37,ENGINE,10127
1571,1684,14-12-2023 21:32,Electrical,15746
1572,279,26-06-2023 11:21,Electrical,6988
1573,315,31-01-2023 22:30,BRAKE,7619
1574,4164,22-02-2024 09:32,BRAKE,17358
1575,4235,08-01-2023 08:43,Brake,7463
1576,2785,29-10-2023 08:59,Electrical,18973
1577,1364,11-01-2024 04:06,Brake,17772
1578,5848,11-08-2023 00:27,BRAKE,2336
1579,6768,06-10-2023 14:44,ENGINE,16864
1580,1218,05-11-2023 14:17,electrical,10611
1581,5963,11-10-2023 07:46,Electrical,6956
1582,1512,19-11-2023 03:27,BRAKE,13834
1583,3092,30-12-2023 00:21,Brake,15777
1584,6945,19-02-2023 06:48,Brake,19038
1585,3842,31-01-2024 01:29,electrical,5314
1586,5287,02-05-2023 18:49,Electrical,3668
1587,3539,29-06-2023 05:14,ENGINE,14021
1588,4109,03-06-2023 15:23,Engine,13639
1589,4877,01-04-2023 06:00,ENGINE,9637
1590,4608,03-03-2024 06:14,BRAKE,15964
1591,261,01-01-2023 18:49,electrical,11946
1592,2722,14-02-2023 18:45,electrical,14069
1593,5286,11-07-2023 06:15,ENGINE,4818
1594,6384,21-09-2023 00:41,Brake,18932
1595,3380,16-01-2024 00:08,BRAKE,13631
1596,5436,17-04-2023 12:25,ENGINE,13729
1597,5212,27-05-2023 18:04,BRAKE,9164
1598,5321,30-03-2024 05:16,Engine,3294
1599,3459,08-07-2023 07:37,Brake,19732
1600,2199,08-02-2023 01:35,Electrical,11821
1601,4009,24-01-2024 07:04,Brake,5097
1602,1530,04-10-2023 15:08,Brake,5848
1603,4657,28-02-2023 15:03,BRAKE,10541
1604,971,09-07-2023 04:19,ENGINE,3337
1605,6455,01-03-2023 19:19,ENGINE,5365
1606,4188,31-01-2024 14:09,Electrical,13324
1607,1519,01-05-2023 07:11,Brake,19948
1608,79,20-03-2023 12:31,Electrical,6411
1609,3426,31-05-2023 23:45,Engine,5921
1610,85,16-02-2023 04:38,Engine,9375
1611,6330,18-02-2023 09:54,electrical,8239
1612,424,14-08-2023 01:11,Brake,11754
1613,1231,10-03-2023 04:00,BRAKE,13219
1614,5432,12-07-2023 21:26,Engine,17081
1615,3306,28-09-2023 21:07,Brake,11438
1616,3235,14-03-2024 16:01,Engine,18250
1617,3436,17-12-2023 22:36,Engine,11029
1618,3466,13-03-2024 08:10,BRAKE,18732
1619,6010,24-02-2024 09:18,electrical,11801
1620,6407,16-04-2023 01:37,Electrical,19740
1621,855,27-11-2023 06:15,Brake,9385
1622,1960,18-01-2023 16:57,Brake,3543
1623,568,11-07-2023 10:44,electrical,12169
1624,993,26-05-2023 02:59,Electrical,15754
1625,333,03-11-2023 12:40,ENGINE,6753
1626,1921,05-04-2023 04:12,electrical,3153
1627,2682,02-03-2024 15:17,ENGINE,5634
1628,6033,06-11-2023 15:50,BRAKE,12086
1629,1302,12-12-2023 22:29,Engine,7899
1630,5503,12-03-2024 18:28,Electrical,11420
1631,630,26-12-2023 03:52,Brake,16490
1632,4375,14-09-2023 17:44,Brake,1223
1633,3372,23-04-2023 14:34,Electrical,6905
1634,6363,09-09-2023 09:28,BRAKE,2260
1635,4035,16-11-2023 07:09,ENGINE,15170
1636,3711,06-11-2023 05:50,Brake,8119
1637,3309,24-10-2023 05:46,electrical,17828
1638,1045,17-03-2023 09:06,electrical,4542
1639,4477,09-03-2024 18:32,ENGINE,6813
1640,2131,04-01-2023 20:14,BRAKE,7558
1641,6711,09-06-2023 04:43,ENGINE,19502
1642,4146,15-08-2023 01:20,BRAKE,10055
1643,6140,13-06-2023 14:21,ENGINE,15330
1644,3090,08-01-2024 03:58,Electrical,4897
1645,3321,03-08-2023 19:24,Brake,6475
1646,1891,11-03-2023 04:19,electrical,4104
1647,4710,18-05-2023 16:12,Electrical,5788
1648,4599,17-04-2023 04:25,Brake,6328
1649,5403,19-05-2023 20:30,Electrical,8675
1650,629,26-02-2023 08:07,ENGINE,9625
1651,5795,01-10-2023 07:38,Electrical,3601
1652,6111,27-12-2023 09:23,ENGINE,15622
1653,673,04-12-2023 13:41,Electrical,8851
1654,3540,30-03-2023 16:23,electrical,18853
1655,1049,31-10-2023 02:54,Engine,10037
1656,2487,23-02-2023 23:31,BRAKE,7676
1657,5716,24-01-2023 03:06,electrical,5326
1658,1408,04-02-2023 20:24,Brake,14050
1659,5837,22-08-2023 08:04,BRAKE,17796
1660,855,09-02-2023 21:56,ENGINE,9609
1661,6620,15-07-2023 01:31,BRAKE,9913
1662,1596,25-03-2024 08:55,Engine,13834
1663,6932,04-09-2023 22:17,Electrical,19064
1664,511,03-07-2023 22:49,Engine,15079
1665,6293,26-12-2023 06:16,Engine,11415
1666,4902,01-09-2023 12:59,ENGINE,16932
1667,312,03-02-2024 10:38,Engine,7116
1668,195,19-10-2023 17:59,electrical,12322
1669,4438,05-04-2023 08:17,BRAKE,9201
1670,4075,31-01-2023 01:37,Electrical,4160
1671,1974,30-03-2024 11:04,ENGINE,14521
1672,1802,07-11-2023 08:36,ENGINE,11705
1673,306,31-12-2023 03:24,BRAKE,3489
1674,1681,29-11-2023 20:21,Engine,9093
1675,3155,29-12-2023 04:27,ENGINE,8315
1676,3141,08-01-2024 01:45,ENGINE,19377
1677,3781,11-03-2023 23:15,ENGINE,7332
1678,1839,11-01-2023 12:29,Engine,5887
1679,929,21-01-2023 15:13,Engine,12250
1680,6927,22-03-2024 18:22,electrical,18573
1681,751,02-01-2024 04:42,Engine,8171
1682,5690,23-01-2024 02:26,BRAKE,19894
1683,386,30-03-2023 23:33,electrical,4989
1684,824,08-12-2023 03:14,Electrical,5679
1685,2724,23-06-2023 06:08,BRAKE,1509
1686,4998,04-03-2024 17:53,ENGINE,5194
1687,3995,02-01-2024 10:36,Brake,12574
1688,2794,10-02-2024 12:48,BRAKE,6803
1689,1382,14-01-2024 23:45,Electrical,15065
1690,3613,28-03-2024 14:34,BRAKE,3701
1691,2555,17-01-2024 14:33,electrical,7061
1692,3152,28-07-2023 09:33,ENGINE,19154
1693,4480,16-02-2023 13:32,Brake,4435
1694,1273,27-12-2023 09:16,Engine,19129
1695,5219,06-01-2024 05:46,Brake,9297
1696,2111,31-10-2023 13:04,BRAKE,7128
1697,1065,19-11-2023 13:33,Engine,12937
1698,3754,29-12-2023 10:51,Engine,16969
1699,4678,26-11-2023 12:42,Electrical,5341
1700,4927,08-03-2023 15:26,Engine,15042
1701,5474,17-10-2023 22:21,Brake,19300
1702,2923,29-01-2024 07:12,Brake,6177
1703,1513,06-03-2024 23:45,electrical,16655
1704,5182,13-01-2024 07:34,ENGINE,16622
1705,290,01-02-2024 15:40,BRAKE,6453
1706,3955,08-10-2023 03:45,electrical,2750
1707,665,24-08-2023 08:33,electrical,4854
1708,4188,19-03-2023 03:55,ENGINE,19769
1709,5542,27-01-2023 14:04,ENGINE,1167
1710,4270,07-06-2023 01:40,Brake,8014
1711,5098,24-12-2023 03:36,Electrical,18518
1712,6029,31-03-2023 23:32,Electrical,10745
1713,2701,12-02-2023 05:33,BRAKE,16746
1714,423,10-02-2024 22:26,ENGINE,5756
1715,3683,11-03-2024 08:34,BRAKE,12575
1716,5814,18-11-2023 18:22,electrical,4507
1717,3556,18-02-2023 15:22,BRAKE,1444
1718,6780,24-03-2023 13:36,electrical,5431
1719,2357,17-02-2023 23:01,Electrical,19808
1720,435,14-09-2023 10:31,ENGINE,13422
1721,5661,13-01-2023 22:01,Brake,3016
1722,1366,24-01-2024 12:46,electrical,1432
1723,1351,16-05-2023 05:06,BRAKE,4721
1724,1086,04-02-2024 13:24,Engine,6455
1725,4741,31-03-2023 00:53,ENGINE,5172
1726,5427,31-07-2023 07:00,electrical,16998
1727,2365,24-12-2023 08:59,Brake,17743
1728,491,28-05-2023 20:56,Electrical,4138
1729,2086,15-05-2023 13:35,Engine,10561
1730,650,28-10-2023 23:52,ENGINE,16188
1731,1535,22-10-2023 19:11,Electrical,13545
1732,6593,24-09-2023 21:03,Engine,4855
1733,264,07-03-2024 15:54,Engine,17778
1734,2902,12-09-2023 00:05,Brake,19642
1735,4467,16-09-2023 17:42,ENGINE,6450
1736,3712,28-08-2023 15:58,BRAKE,1491
