snapshot_id,snapshot_date,dealership_id,model_id,stock_on_hand
9501,2023-04-23 02:59:40,9,29,21.0
9502,2023-09-21 19:54:25,14,41,15.0
9503,2023-05-06 00:46:06,20,4,33.0
9504,2023-12-18 11:20:54,11,40,25.0
9505,2023-03-26 09:16:25,5,40,30.0
9506,2023-11-12 11:05:38,14,24,16.0
9507,2023-07-14 12:07:00,19,6,35.0
9508,2023-07-23 12:28:39,8,40,22.0
9509,2023-01-07 01:37:32,27,6,24.0
9510,2023-05-09 11:51:08,7,14,0.0
9511,2023-02-08 14:56:07,27,14,5.0
9512,2023-05-21 18:00:53,27,50,8.0
9513,2023-10-24 19:01:08,7,45,8.0
9514,2023-11-22 09:38:36,24,47,6.0
9515,2023-07-30 07:45:05,23,35,19.0
9516,2023-07-02 05:06:48,3,6,3.0
9517,2023-01-12 21:41:04,3,23,31.0
9518,2023-03-08 20:37:14,18,20,39.0
9519,2023-10-09 16:56:17,13,17,30.0
9520,2023-11-07 03:20:12,1,20,13.0
9521,2023-03-25 02:28:16,5,48,18.0
9522,2023-07-15 21:02:35,28,6,11.0
9523,2023-08-19 04:50:27,4,40,1.0
9524,2023-08-26 12:53:07,16,28,27.0
9525,2023-05-04 01:45:08,15,13,30.0
9526,2023-06-08 20:51:19,29,29,11.0
9527,2023-02-26 11:52:58,27,45,36.0
9528,2023-12-17 04:14:38,18,20,2.0
9529,2023-09-07 01:20:58,17,17,24.0
9530,2023-11-16 14:23:30,14,35,21.0
9531,2023-05-15 09:33:57,14,45,13.0
9532,2023-05-05 00:22:04,19,39,39.0
9533,2023-10-12 09:04:43,29,37,1.0
9534,2023-06-13 21:30:36,6,43,18.0
9535,2023-08-15 01:57:37,13,23,16.0
9536,2023-09-07 03:45:59,18,18,18.0
9537,2023-06-13 15:03:28,26,36,7.0
9538,2023-03-06 10:36:08,15,20,37.0
9539,2023-02-26 09:53:30,29,7,32.0
9540,2023-10-05 11:48:22,23,36,31.0
9541,2023-12-16 18:38:35,27,42,29.0
9542,2023-01-14 13:00:25,7,1,15.0
9543,2023-06-02 14:11:40,27,49,24.0
9544,2023-10-28 01:33:18,19,37,22.0
9545,2023-12-03 20:42:19,30,49,28.0
9546,2023-01-24 12:22:02,17,35,25.0
9547,2023-10-10 02:46:59,9,41,2.0
9548,2023-02-23 14:36:53,11,3,15.0
9549,2023-04-16 09:15:04,5,35,8.0
9550,2023-10-28 14:58:38,2,29,14.0
9551,2023-08-25 17:34:00,15,9,34.0
9552,2023-07-10 02:20:03,24,37,33.0
9553,2023-01-04 01:09:29,12,42,11.0
9554,2023-10-30 00:45:24,10,47,10.0
9555,2023-09-30 08:34:34,10,25,2.0
9556,2023-06-04 16:22:00,20,12,32.0
9557,2023-08-01 14:02:39,11,38,39.0
9558,2023-03-28 05:33:53,10,7,2.0
9559,2023-07-04 16:04:01,28,7,18.0
9560,2023-04-17 00:31:16,7,4,28.0
9561,2023-05-25 17:54:40,14,45,23.0
9562,2023-08-01 03:29:27,13,47,19.0
9563,2023-03-12 20:28:36,5,31,38.0
9564,2023-07-16 03:21:15,29,50,19.0
9565,2023-08-10 07:31:53,19,50,8.0
9566,2023-01-28 20:49:37,10,39,30.0
9567,2023-10-02 21:55:07,8,10,2.0
9568,2023-04-20 17:48:56,18,48,5.0
9569,2023-07-16 11:37:37,1,23,20.0
9570,2023-03-05 02:01:26,5,26,14.0
9571,2023-04-07 20:16:55,11,23,
9572,2023-07-13 18:46:53,20,29,32.0
9573,2023-03-11 10:04:05,11,8,32.0
9574,2023-08-16 13:15:25,16,19,8.0
9575,2023-11-05 00:54:34,10,29,0.0
9576,2023-04-16 12:54:14,15,43,10.0
9577,2023-10-20 03:11:38,7,6,28.0
9578,2023-09-28 07:46:24,15,29,19.0
9579,2023-04-02 09:26:59,29,24,36.0
9580,2023-01-21 23:41:58,25,10,37.0
9581,2023-11-28 10:12:31,16,14,12.0
9582,2023-09-07 10:07:28,6,6,30.0
9583,2023-05-06 06:18:20,11,4,24.0
9584,2023-08-29 07:46:08,17,15,14.0
9585,2023-08-04 09:40:26,15,37,10.0
9586,2023-05-18 22:44:21,16,48,6.0
9587,2023-05-05 06:43:31,24,39,36.0
9588,2023-05-25 16:01:38,2,28,38.0
9589,2023-03-03 20:34:51,4,2,17.0
9590,2023-04-26 23:11:58,19,13,7.0
9591,2023-12-27 22:04:20,6,2,11.0
9592,2023-12-21 03:36:57,18,41,26.0
9593,2023-09-29 09:42:17,21,32,8.0
9594,2023-02-17 00:47:07,11,5,35.0
9595,2023-10-27 11:10:53,9,3,23.0
9596,2023-02-01 23:35:57,3,2,25.0
9597,2023-03-10 16:24:59,2,14,10.0
9598,2023-04-20 10:32:58,18,40,12.0
9599,2023-05-12 13:16:25,15,44,4.0
9600,2023-10-09 04:23:46,25,49,22.0
9601,2023-05-15 04:27:48,22,29,9.0
9602,2023-01-15 02:02:33,18,48,34.0
9603,2023-05-14 23:49:24,19,38,26.0
9604,2023-08-16 19:15:52,15,6,12.0
9605,2023-01-18 16:34:34,30,50,
9606,2023-04-18 03:40:11,17,34,25.0
9607,2023-07-02 15:30:33,18,8,35.0
9608,2023-11-02 09:07:38,18,46,8.0
9609,2023-11-22 20:07:15,11,2,2.0
9610,2023-03-26 02:13:04,18,26,35.0
9611,2023-04-13 07:14:49,23,17,13.0
9612,2023-04-18 14:00:52,3,24,19.0
9613,2023-02-24 02:03:44,13,31,26.0
9614,2023-06-25 18:27:01,14,16,9.0
9615,2023-02-06 12:11:07,27,50,37.0
9616,2023-12-08 08:21:03,4,21,3.0
9617,2023-06-12 11:26:49,18,38,12.0
9618,2023-08-29 07:33:13,5,26,19.0
9619,2023-05-17 06:44:06,14,17,8.0
9620,2023-07-01 15:46:24,25,50,11.0
9621,2023-11-27 01:47:05,12,46,18.0
9622,2023-02-10 00:16:19,25,42,6.0
9623,2023-06-06 15:02:48,7,4,27.0
9624,2023-12-17 18:57:36,12,50,5.0
9625,2023-11-23 03:24:08,8,43,39.0
9626,2023-04-24 09:56:23,29,48,24.0
9627,2023-10-25 23:44:04,30,4,12.0
9628,2023-09-01 22:43:34,21,19,37.0
9629,2023-04-29 22:36:35,21,38,23.0
9630,2023-04-05 17:27:57,28,25,24.0
9631,2023-07-04 15:50:37,3,8,18.0
9632,2023-06-02 10:36:37,22,18,3.0
9633,2023-08-20 04:32:22,1,18,32.0
9634,2023-12-02 10:59:22,3,48,15.0
9635,2023-03-07 12:48:30,11,7,29.0
9636,2023-12-25 21:43:33,18,17,15.0
9637,2023-01-16 06:09:14,7,3,0.0
9638,2023-07-23 15:07:56,9,22,
9639,2023-12-01 12:26:38,4,15,29.0
9640,2023-09-22 05:54:19,23,31,12.0
9641,2023-05-03 03:28:53,24,36,12.0
9642,2023-01-30 16:24:20,10,26,3.0
9643,2023-03-26 20:30:26,18,48,2.0
9644,2023-03-04 17:37:58,23,14,19.0
9645,2023-12-10 19:27:31,16,17,31.0
9646,2023-09-12 11:59:12,29,9,8.0
9647,2023-10-22 11:56:11,12,7,35.0
9648,2023-11-16 08:11:01,19,46,31.0
9649,2023-02-19 00:55:01,24,27,27.0
9650,2023-04-04 06:30:30,22,28,36.0
9651,2023-07-24 06:11:26,3,12,16.0
9652,2023-09-05 18:30:55,8,17,11.0
9653,2023-03-11 07:53:46,27,9,8.0
9654,2023-01-16 15:41:11,29,44,37.0
9655,2023-10-17 16:49:02,19,44,8.0
9656,2023-05-27 15:24:50,9,8,30.0
9657,2023-02-09 15:32:45,27,27,21.0
9658,2023-10-12 17:20:05,19,42,9.0
9659,2023-12-30 20:22:17,17,12,16.0
9660,2023-02-08 08:41:37,13,37,11.0
9661,2023-05-06 11:47:08,2,20,4.0
9662,2023-09-29 03:58:05,4,1,33.0
9663,2023-06-27 20:10:16,29,9,18.0
9664,2023-03-30 17:26:41,11,47,34.0
9665,2023-03-07 05:24:59,2,24,18.0
9666,2023-08-04 22:40:30,4,34,0.0
9667,2023-04-10 20:18:06,4,36,15.0
9668,2023-08-22 08:51:24,20,4,17.0
9669,2023-08-27 07:33:45,1,29,1.0
9670,2023-06-15 06:25:47,25,23,36.0
9671,2023-02-03 09:26:41,26,35,27.0
9672,2023-01-01 11:56:56,11,16,8.0
9673,2023-11-17 16:21:04,23,8,25.0
9674,2023-01-16 10:49:56,2,27,19.0
9675,2023-09-21 14:29:03,19,39,27.0
9676,2023-11-28 13:12:16,29,12,4.0
9677,2023-11-22 21:01:40,8,44,8.0
9678,2023-11-02 13:40:07,23,4,3.0
9679,2023-05-20 18:36:23,20,47,13.0
9680,2023-02-12 19:22:18,4,25,25.0
9681,2023-09-18 01:29:59,25,6,0.0
9682,2023-03-07 08:20:49,16,3,20.0
9683,2023-01-01 07:22:47,15,39,30.0
9684,2023-08-24 20:11:23,5,24,25.0
9685,2023-04-20 22:51:32,30,21,14.0
9686,2023-05-03 19:46:06,29,6,25.0
9687,2023-02-24 20:59:12,27,33,6.0
9688,2023-06-14 12:22:46,5,8,5.0
9689,2023-02-13 22:23:08,15,33,14.0
9690,2023-10-24 14:39:49,23,48,33.0
9691,2023-06-30 22:50:28,17,3,3.0
9692,2023-06-11 07:52:16,3,2,2.0
9693,2023-07-08 18:45:33,18,38,1.0
9694,2023-05-05 02:17:49,11,40,0.0
9695,2023-01-31 00:18:23,26,39,35.0
9696,2023-09-16 04:18:56,6,39,32.0
9697,2023-09-21 09:52:37,27,24,34.0
9698,2023-08-08 12:13:45,12,21,31.0
9699,2023-09-12 21:40:11,22,18,11.0
9700,2023-01-07 02:52:22,26,35,9.0
9701,2023-09-03 11:17:45,17,11,6.0
9702,2023-01-01 06:21:13,30,11,24.0
9703,2023-11-03 14:24:31,14,3,
9704,2023-07-09 14:21:44,6,23,24.0
9705,2023-12-13 16:24:46,10,1,20.0
9706,2023-07-12 07:02:11,16,23,4.0
9707,2023-09-20 08:55:48,18,22,28.0
9708,2023-02-21 04:33:21,27,42,3.0
9709,2023-02-25 23:16:45,20,30,12.0
9710,2023-07-22 08:15:55,6,2,31.0
9711,2023-04-02 07:36:25,19,17,0.0
9712,2023-04-22 08:49:16,3,41,33.0
9713,2023-06-02 09:29:59,12,50,
9714,2023-09-30 21:41:49,16,20,37.0
9715,2023-11-19 17:23:13,3,9,37.0
9716,2023-11-29 11:28:18,16,11,30.0
9717,2023-04-27 21:47:26,4,17,6.0
9718,2023-11-11 22:25:47,25,14,10.0
9719,2023-09-12 09:16:30,20,18,17.0
9720,2023-05-30 21:52:24,13,18,32.0
9721,2023-01-03 19:42:41,4,44,12.0
9722,2023-10-30 17:34:05,4,50,35.0
9723,2023-05-29 10:42:13,7,8,11.0
9724,2023-12-19 02:26:19,21,29,4.0
9725,2023-12-01 01:30:59,12,8,15.0
9726,2023-10-04 12:28:06,2,26,6.0
9727,2023-12-27 11:16:45,16,28,25.0
9728,2023-07-19 05:18:21,7,8,36.0
9729,2023-03-18 18:36:21,19,20,35.0
9730,2023-09-12 22:29:13,11,47,16.0
9731,2023-06-06 07:59:25,1,8,22.0
9732,2023-03-13 09:56:45,9,14,31.0
9733,2023-04-27 15:05:28,5,13,8.0
9734,2023-03-25 01:23:05,26,40,3.0
9735,2023-03-11 11:10:27,17,17,12.0
9736,2023-11-27 02:34:39,27,26,16.0
9737,2023-11-11 02:46:08,1,6,28.0
9738,2023-09-02 13:57:53,17,17,31.0
9739,2023-11-09 11:05:51,12,4,7.0
9740,2023-07-04 18:52:07,25,25,11.0
9741,2023-01-30 04:36:29,13,7,17.0
9742,2023-10-03 18:50:01,24,17,17.0
9743,2023-01-11 21:42:31,11,22,7.0
9744,2023-09-24 18:21:01,13,28,23.0
9745,2023-06-10 05:42:25,13,50,37.0
9746,2023-01-06 12:13:35,6,6,38.0
9747,2023-01-11 03:30:11,26,30,18.0
9748,2023-10-23 04:08:32,22,10,16.0
9749,2023-03-27 23:39:34,6,50,22.0
9750,2023-06-20 05:27:47,20,39,13.0
9751,2023-09-22 12:03:06,21,14,7.0
9752,2023-02-09 16:04:55,10,46,3.0
9753,2023-03-21 09:36:24,19,42,15.0
9754,2023-10-17 04:35:07,3,22,8.0
9755,2023-08-30 07:09:12,26,41,5.0
9756,2023-04-12 05:02:58,7,26,23.0
9757,2023-09-28 08:24:36,5,10,31.0
9758,2023-09-03 04:53:57,8,2,1.0
9759,2023-08-03 20:39:17,5,3,1.0
9760,2023-04-07 22:24:25,12,48,28.0
9761,2023-07-07 10:42:47,4,42,6.0
9762,2023-11-25 22:58:45,30,11,30.0
9763,2023-01-23 19:57:25,19,10,2.0
9764,2023-02-18 01:07:15,28,12,12.0
9765,2023-12-22 01:01:58,18,14,8.0
9766,2023-09-13 01:56:45,3,30,15.0
9767,2023-10-10 06:35:09,7,41,31.0
9768,2023-09-03 14:51:35,8,13,10.0
9769,2023-05-24 09:10:42,15,30,27.0
9770,2023-08-14 14:36:22,21,38,27.0
9771,2023-07-19 05:52:34,27,11,30.0
9772,2023-01-26 17:56:55,17,1,32.0
9773,2023-01-14 07:28:32,19,27,28.0
9774,2023-04-17 10:12:48,4,47,9.0
9775,2023-04-23 03:26:05,16,39,28.0
9776,2023-09-18 12:57:09,26,43,2.0
9777,2023-05-18 07:58:01,13,49,19.0
9778,2023-10-28 09:04:56,29,37,25.0
9779,2023-05-01 13:14:03,12,9,2.0
9780,2023-12-08 21:46:53,4,48,26.0
9781,2023-04-27 17:22:43,12,43,14.0
9782,2023-06-18 12:37:35,17,26,1.0
9783,2023-08-25 08:16:59,26,25,24.0
9784,2023-12-30 18:25:24,9,17,10.0
9785,2023-10-08 21:04:27,12,6,4.0
9786,2023-04-02 23:13:02,26,15,2.0
9787,2023-10-28 01:44:00,15,3,29.0
9788,2023-01-13 03:16:21,20,31,22.0
9789,2023-06-10 11:34:00,2,28,21.0
9790,2023-06-10 21:17:50,29,9,13.0
9791,2023-07-11 05:18:06,9,44,34.0
9792,2023-11-05 23:21:15,14,18,
9793,2023-09-22 18:27:14,4,48,36.0
9794,2023-10-04 23:41:30,4,40,34.0
9795,2023-03-07 06:18:22,27,32,39.0
9796,2023-01-10 07:01:54,6,19,18.0
9797,2023-11-21 06:32:45,24,5,16.0
9798,2023-11-02 18:09:05,5,44,14.0
9799,2023-09-19 07:45:32,28,6,20.0
9800,2023-02-10 11:37:39,24,12,13.0
9801,2023-03-17 09:32:09,17,47,
9802,2023-11-15 02:48:18,13,42,3.0
9803,2023-06-20 03:35:39,20,17,5.0
9804,2023-05-17 16:25:37,17,39,0.0
9805,2023-06-25 06:52:18,19,7,10.0
9806,2023-09-01 12:28:47,27,11,4.0
9807,2023-04-06 01:40:25,23,34,15.0
9808,2023-07-29 16:03:59,1,2,36.0
9809,2023-08-24 09:58:45,21,14,21.0
9810,2023-05-15 16:03:52,17,18,38.0
9811,2023-05-14 08:45:30,22,48,11.0
9812,2023-05-21 02:33:56,25,43,13.0
9813,2023-06-30 03:33:34,3,9,30.0
9814,2023-11-27 16:58:10,27,39,38.0
9815,2023-09-01 16:50:55,27,4,25.0
9816,2023-09-29 04:50:05,14,48,27.0
9817,2023-04-15 05:38:28,12,14,30.0
9818,2023-12-07 18:17:56,15,11,4.0
9819,2023-08-30 07:37:56,6,30,20.0
9820,2023-02-26 11:51:23,20,40,5.0
9821,2023-11-25 10:25:47,22,43,3.0
9822,2023-05-10 19:13:35,2,27,7.0
9823,2023-07-09 03:39:34,4,29,1.0
9824,2023-06-27 03:52:36,13,32,38.0
9825,2023-09-04 05:06:46,13,49,15.0
9826,2023-05-11 10:56:08,23,30,33.0
9827,2023-08-20 10:01:24,27,26,9.0
9828,2023-10-15 03:54:57,22,30,22.0
9829,2023-03-30 21:05:24,25,10,
9830,2023-11-10 04:36:23,27,12,21.0
9831,2023-07-02 04:19:55,23,33,12.0
9832,2023-08-04 07:29:55,17,34,19.0
9833,2023-07-06 10:39:29,6,18,5.0
9834,2023-06-14 19:38:49,11,39,13.0
9835,2023-09-02 06:54:42,19,16,33.0
9836,2023-09-23 01:21:44,16,45,35.0
9837,2023-03-17 18:56:56,8,4,28.0
9838,2023-12-19 03:37:59,29,10,37.0
9839,2023-03-14 03:58:31,1,28,39.0
9840,2023-05-12 05:24:39,10,41,18.0
9841,2023-02-28 15:08:39,2,18,16.0
9842,2023-10-03 16:19:03,19,9,0.0
9843,2023-01-25 19:29:41,14,22,20.0
9844,2023-09-20 06:46:03,3,10,16.0
9845,2023-12-21 00:32:56,23,40,16.0
9846,2023-05-10 09:08:07,29,23,3.0
9847,2023-02-17 22:17:22,24,43,32.0
9848,2023-01-18 14:05:46,9,13,38.0
9849,2023-08-06 23:17:04,23,24,27.0
9850,2023-07-30 03:27:29,8,13,22.0
9851,2023-08-26 14:46:34,11,48,36.0
9852,2023-08-21 10:37:18,15,45,20.0
9853,2023-09-21 05:59:45,6,25,31.0
9854,2023-07-01 05:09:42,2,44,32.0
9855,2023-09-23 12:00:59,1,47,36.0
9856,2023-08-20 06:14:45,3,29,32.0
9857,2023-05-25 13:22:50,25,16,
9858,2023-02-09 22:42:25,29,40,36.0
9859,2023-08-31 16:17:43,23,6,20.0
9860,2023-10-03 05:27:10,18,8,6.0
9861,2023-10-07 07:41:28,14,34,4.0
9862,2023-08-20 09:32:30,17,18,36.0
9863,2023-01-20 21:00:22,2,43,26.0
9864,2023-07-16 11:57:07,19,32,13.0
9865,2023-09-08 02:11:24,30,49,28.0
9866,2023-05-27 06:47:08,22,10,33.0
9867,2023-04-15 21:06:08,28,34,21.0
9868,2023-11-05 02:38:59,9,23,29.0
9869,2023-01-25 06:03:03,8,19,9.0
9870,2023-10-28 10:01:07,10,20,
9871,2023-09-24 09:28:03,9,34,23.0
9872,2023-12-13 05:54:52,27,38,6.0
9873,2023-05-04 12:09:37,27,17,0.0
9874,2023-07-24 05:18:17,8,44,13.0
9875,2023-02-20 21:07:34,7,5,5.0
9876,2023-07-28 20:40:46,22,2,31.0
9877,2023-04-16 17:30:11,24,41,0.0
9878,2023-08-18 09:09:46,6,34,12.0
9879,2023-09-08 22:56:05,2,20,16.0
9880,2023-03-06 13:28:06,29,46,24.0
9881,2023-05-25 20:37:57,9,47,2.0
9882,2023-06-09 12:18:42,9,2,24.0
9883,2023-12-28 16:27:15,19,28,12.0
9884,2023-06-26 12:17:13,9,18,8.0
9885,2023-12-18 03:54:05,2,44,5.0
9886,2023-04-17 17:04:52,28,39,39.0
9887,2023-07-11 01:10:21,30,48,2.0
9888,2023-08-13 07:07:17,19,35,5.0
9889,2023-04-28 08:46:20,16,15,36.0
9890,2023-06-13 21:26:11,30,47,33.0
9891,2023-08-14 15:09:46,22,39,39.0
9892,2023-05-16 04:40:10,14,40,5.0
9893,2023-06-07 17:03:34,20,39,19.0
9894,2023-04-11 02:52:33,24,3,37.0
9895,2023-03-11 00:32:03,1,19,11.0
9896,2023-03-31 01:27:32,13,23,30.0
9897,2023-08-03 09:31:15,22,19,17.0
9898,2023-11-26 18:59:06,2,18,2.0
9899,2023-08-27 17:11:08,22,30,4.0
9900,2023-12-23 19:00:31,14,39,33.0
9901,2023-02-27 04:29:12,1,19,13.0
9902,2023-11-09 17:37:17,15,5,6.0
9903,2023-06-08 10:40:10,18,13,4.0
9904,2023-10-06 15:45:32,9,34,28.0
9905,2023-03-23 13:18:25,22,24,38.0
9906,2023-07-04 17:41:41,8,18,8.0
9907,2023-07-09 14:30:37,7,4,18.0
9908,2023-12-09 21:21:59,9,36,36.0
9909,2023-10-21 09:40:39,9,8,15.0
9910,2023-10-18 11:34:18,11,43,1.0
9911,2023-02-06 12:46:30,4,1,15.0
9912,2023-06-13 01:15:05,7,41,24.0
9913,2023-05-21 05:48:26,21,38,12.0
9914,2023-06-24 12:22:59,7,36,3.0
9915,2023-02-03 16:56:06,4,38,9.0
9916,2023-05-02 04:04:12,12,13,12.0
9917,2023-11-07 06:09:19,26,22,16.0
9918,2023-03-10 04:18:01,27,29,1.0
9919,2023-03-28 23:01:57,27,9,10.0
9920,2023-11-07 17:17:46,17,27,0.0
9921,2023-03-12 15:53:03,20,46,21.0
9922,2023-07-24 03:22:09,29,44,10.0
9923,2023-10-05 07:48:07,26,4,25.0
9924,2023-02-21 06:15:35,3,40,2.0
9925,2023-09-14 07:19:54,9,17,18.0
9926,2023-09-26 22:52:54,5,37,21.0
9927,2023-06-30 14:37:14,20,3,28.0
9928,2023-07-26 10:35:04,16,4,22.0
9929,2023-09-16 20:09:27,8,40,37.0
9930,2023-12-26 11:44:40,21,16,22.0
9931,2023-03-11 10:32:46,16,11,16.0
9932,2023-03-20 19:42:16,19,27,32.0
9933,2023-02-20 19:39:01,16,26,30.0
9934,2023-04-27 07:17:37,18,31,9.0
9935,2023-11-16 17:36:11,15,34,
9936,2023-12-23 20:38:46,24,8,16.0
9937,2023-05-20 17:00:34,28,39,5.0
9938,2023-12-07 05:51:40,18,1,14.0
9939,2023-10-03 19:25:26,14,2,14.0
9940,2023-08-10 21:10:48,24,27,10.0
9941,2023-12-11 21:07:21,16,45,37.0
9942,2023-04-06 09:41:49,5,43,31.0
9943,2023-02-03 13:25:29,8,3,37.0
9944,2023-10-27 22:59:45,16,34,3.0
9945,2023-07-13 03:43:41,21,16,4.0
9946,2023-03-30 21:42:36,1,1,13.0
9947,2023-07-30 03:59:49,28,7,2.0
9948,2023-06-05 17:25:48,29,35,1.0
9949,2023-06-19 06:53:25,11,22,39.0
9950,2023-08-18 05:24:56,30,48,21.0
9951,2023-07-26 08:27:24,11,32,25.0
9952,2023-01-28 14:56:08,2,26,2.0
9953,2023-05-18 00:13:50,30,6,2.0
9954,2023-09-09 10:11:24,22,46,28.0
9955,2023-01-02 17:13:08,19,11,9.0
9956,2023-04-01 02:57:17,24,31,25.0
9957,2023-08-30 22:36:20,5,21,
9958,2023-09-20 12:44:56,3,22,19.0
9959,2023-02-28 18:30:31,28,1,20.0
9960,2023-09-16 16:36:54,26,21,38.0
9961,2023-08-17 01:19:35,23,45,28.0
9962,2023-09-29 13:20:53,30,20,33.0
9963,2023-02-05 21:39:14,8,9,0.0
9964,2023-03-26 06:14:14,4,27,20.0
9965,2023-08-19 18:41:59,29,29,4.0
9966,2023-04-14 10:56:46,13,43,36.0
9967,2023-12-27 02:45:59,27,33,35.0
9968,2023-02-27 13:26:56,25,45,
9969,2023-03-26 07:46:39,22,1,10.0
9970,2023-03-22 13:53:10,14,3,37.0
9971,2023-09-17 03:14:26,1,32,38.0
9972,2023-01-30 20:01:37,5,20,18.0
9973,2023-11-12 20:42:53,21,17,28.0
9974,2023-03-30 20:21:05,7,37,23.0
9975,2023-10-24 06:23:57,23,38,12.0
9976,2023-03-14 03:10:38,6,49,6.0
9977,2023-08-18 10:55:41,15,10,36.0
9978,2023-03-03 16:09:27,15,43,15.0
9979,2023-05-28 00:18:00,8,45,15.0
9980,2023-12-25 11:41:06,2,29,1.0
9981,2023-09-18 06:32:29,14,42,1.0
9982,2023-05-28 23:48:02,29,46,8.0
9983,2023-02-11 09:39:01,16,32,27.0
9984,2023-10-13 18:22:50,29,13,20.0
9985,2023-07-23 15:08:09,23,31,14.0
9986,2023-10-05 16:50:24,10,4,36.0
9987,2023-11-16 13:34:45,15,49,28.0
9988,2023-06-06 06:43:39,23,18,5.0
9989,2023-11-22 05:56:34,4,11,12.0
9990,2023-05-23 21:28:58,12,42,38.0
9991,2023-09-28 10:34:23,10,18,27.0
9992,2023-07-12 14:04:35,2,41,29.0
9993,2023-01-17 13:17:44,4,37,4.0
9994,2023-03-17 05:07:30,20,33,22.0
9995,2023-10-04 00:50:40,28,37,31.0
9996,2023-12-23 12:12:34,28,3,13.0
9997,2023-04-27 00:34:14,6,1,15.0
9998,2023-07-11 21:37:32,14,19,2.0
9999,2023-02-01 14:19:34,23,6,37.0
10000,2023-05-10 08:19:54,3,10,36.0
10001,2023-07-29 15:16:20,15,37,15.0
10002,2023-05-08 21:02:21,26,12,1.0
10003,2023-09-04 17:31:28,1,44,1.0
10004,2023-09-06 16:27:22,19,17,37.0
10005,2023-04-18 18:07:51,25,27,29.0
10006,2023-04-17 17:45:29,1,2,38.0
10007,2023-04-13 02:15:39,13,25,33.0
10008,2023-05-11 05:37:45,8,46,0.0
10009,2023-04-28 01:44:44,18,44,17.0
10010,2023-03-18 06:18:01,22,28,34.0
10011,2023-01-27 21:28:49,3,45,2.0
10012,2023-08-02 06:39:37,23,37,22.0
10013,2023-04-17 10:53:38,18,37,0.0
10014,2023-03-01 07:29:55,20,17,8.0
10015,2023-02-24 12:04:35,26,5,35.0
10016,2023-11-14 16:08:47,9,19,27.0
10017,2023-09-02 08:46:28,6,4,0.0
10018,2023-05-19 18:03:41,20,39,25.0
10019,2023-12-11 14:21:14,2,49,25.0
10020,2023-05-04 10:26:22,26,43,6.0
10021,2023-03-25 00:40:25,30,38,25.0
10022,2023-09-16 02:42:07,25,45,21.0
10023,2023-09-05 21:19:29,4,44,20.0
10024,2023-07-27 17:38:52,25,30,38.0
10025,2023-03-22 19:40:05,30,32,27.0
10026,2023-02-27 23:55:19,18,37,28.0
10027,2023-07-09 15:24:42,7,27,27.0
10028,2023-02-03 02:17:33,27,32,39.0
10029,2023-10-26 10:54:40,11,42,39.0
10030,2023-08-01 21:59:31,5,11,33.0
10031,2023-05-25 15:34:10,8,41,0.0
10032,2023-06-20 10:49:25,11,13,22.0
10033,2023-08-25 02:34:32,30,35,20.0
10034,2023-01-29 12:13:28,24,17,31.0
10035,2023-10-01 21:20:22,30,30,9.0
10036,2023-12-26 18:53:47,30,18,38.0
10037,2023-02-16 08:16:08,20,37,19.0
10038,2023-04-12 16:09:59,29,48,23.0
10039,2023-01-23 22:31:48,20,30,37.0
10040,2023-11-30 16:31:41,15,26,8.0
10041,2023-09-10 00:52:06,24,16,38.0
10042,2023-12-02 12:35:00,3,11,14.0
10043,2023-04-15 02:11:27,7,4,11.0
10044,2023-08-22 12:25:34,24,41,16.0
10045,2023-01-04 05:59:19,8,15,13.0
10046,2023-06-06 16:38:22,11,12,11.0
10047,2023-08-07 17:13:26,10,27,2.0
10048,2023-06-11 06:39:20,20,48,36.0
10049,2023-03-10 02:16:57,9,4,21.0
10050,2023-06-02 14:33:20,15,35,28.0
10051,2023-11-28 07:48:14,26,21,33.0
10052,2023-06-07 11:31:56,20,36,12.0
10053,2023-09-06 02:51:52,24,2,3.0
10054,2023-12-06 02:45:34,22,39,2.0
10055,2023-11-11 06:05:26,5,28,32.0
10056,2023-04-09 18:20:16,15,34,34.0
10057,2023-04-07 08:24:32,4,33,8.0
10058,2023-04-09 16:09:40,5,50,32.0
10059,2023-06-03 16:05:11,29,8,1.0
10060,2023-06-04 20:33:12,15,8,15.0
10061,2023-09-13 09:16:27,27,42,31.0
10062,2023-04-06 00:18:13,17,50,33.0
10063,2023-09-27 11:57:15,23,22,31.0
10064,2023-09-14 07:35:08,8,27,25.0
10065,2023-05-20 18:23:21,28,28,4.0
10066,2023-07-06 19:42:19,25,11,7.0
10067,2023-05-27 03:25:27,29,27,22.0
10068,2023-09-24 21:05:18,19,1,19.0
10069,2023-12-16 08:44:53,9,39,5.0
10070,2023-11-13 18:12:53,10,28,28.0
10071,2023-07-02 17:54:11,5,27,4.0
10072,2023-05-09 10:34:50,10,8,21.0
10073,2023-03-19 15:42:12,22,46,28.0
10074,2023-11-20 18:23:59,1,24,15.0
10075,2023-11-11 15:09:17,25,40,35.0
10076,2023-11-16 19:00:33,25,36,10.0
10077,2023-09-25 11:39:14,22,24,15.0
10078,2023-08-09 03:48:18,24,42,14.0
10079,2023-01-08 06:25:01,4,22,11.0
10080,2023-02-04 12:18:19,21,10,32.0
10081,2023-06-05 18:37:14,5,4,21.0
10082,2023-03-15 22:04:36,23,8,9.0
10083,2023-01-19 09:10:53,7,39,14.0
